#gen	avgfit_mean	avgfit_sd	avgfit_med	avgbits_mean	avgbits_sd	avgbits_med	fit_mean	fit_sd	fit_med	bits_mean	bits_sd	bits_med	cpu_mean	cpu_sd	cpu_med	genes_mean	genes_sd	genes_med
0	-3120.72	10.2639	-3108.54	5000	0	5000	-741.713	5.25603	-739.198	5000	0	5000	0	0	0	48.29	0.232756	48
500	-683.612	3.30069	-683.194	4877.67	24.1052	4998.82	-485.764	2.64688	-483.922	4855.62	32.539	5000	0.50621	0.00574175	0.507	46.7175	0.385523	48
1000	-531.997	2.57696	-530.102	4831.81	34.5088	4999.43	-403.634	2.19904	-403.906	4855.76	34.3004	5000	0.522005	0.0073139	0.5135	46.7525	0.389255	48
1500	-464.838	2.28495	-464.692	4846.35	34.2378	4999.62	-353.865	2.16055	-355.464	4861.85	34.1249	5000	0.53414	0.00754073	0.5455	46.9875	0.385246	48
2000	-419.061	2.11108	-418.003	4860.75	34.0161	5000.57	-317.672	2.07996	-314.786	4861	34.1068	5000	0.530315	0.00775532	0.538	47.335	0.389967	48
2500	-385.279	2.19432	-385.292	4861.32	34.0523	5000.65	-289.341	2.03403	-288.362	4861.93	34.0077	5000	0.541877	0.00819597	0.5495	47.6725	0.386522	49
3000	-357.123	2.11385	-358.003	4861.89	34.047	4999.9	-265.421	1.97244	-266.276	4860.26	33.987	5000	0.537263	0.00796661	0.5405	47.8025	0.379168	49
3500	-334.25	2.20796	-335.169	4862.31	34.0217	5000.74	-244.802	1.93525	-245.641	4862.84	34.0603	5000	0.533878	0.0076172	0.5495	48.1425	0.381913	49
4000	-316.203	2.06356	-315.738	4863.69	34.0346	4999.77	-226.444	1.90029	-226.161	4863.8	34.0863	5000	0.544602	0.00830598	0.5555	48.425	0.379517	49
4500	-297.6	2.04795	-298.405	4864.98	34.0321	5000.1	-209.702	1.81568	-209.855	4865.6	33.9854	5000	0.535325	0.00780699	0.5475	48.73	0.376194	50
5000	-283.058	2.0181	-283.782	4865.42	34.0376	4999.14	-194.507	1.77681	-194.664	4865.66	34.0734	5000	0.539558	0.00793397	0.554	48.995	0.374433	50
5500	-266.641	2.00401	-263.197	4864.75	34.0281	4998.79	-181.558	1.74978	-181.211	4865.61	34.0075	5000	0.535718	0.00822219	0.538	49.13	0.372481	50
6000	-252.877	1.98172	-250.732	4865.19	34.0012	4999.82	-168.709	1.71405	-167.232	4867.37	34.055	4999.5	0.540005	0.00778595	0.551	49.385	0.370452	50
6500	-240.76	1.96098	-238.801	4865.29	33.9774	4999.12	-157.406	1.64266	-155.787	4865.19	33.9926	4999	0.53131	0.00773995	0.532	49.4975	0.372336	50
7000	-231.419	1.94576	-228.054	4865.98	33.9895	4999.17	-147.516	1.61119	-144.319	4865.56	34.0314	4998.5	0.53324	0.00782229	0.5365	49.605	0.37046	50.5
7500	-220.744	1.88144	-219.106	4865.75	34.0021	4998.68	-138.087	1.54791	-135.829	4865.24	33.9922	4999	0.535565	0.00785015	0.558	49.7425	0.372777	51
8000	-209.803	1.82883	-206.208	4865.01	33.9961	4998.27	-129.139	1.49103	-126.601	4864.75	34.0239	4997.5	0.534518	0.00828296	0.5305	49.94	0.370147	51
8500	-202.034	1.7442	-199.537	4865.22	34.0094	4998.23	-121.19	1.42581	-119.557	4864.73	33.9918	4997.5	0.53411	0.00769931	0.55	50.04	0.368933	51
9000	-194.232	1.73858	-191.461	4865.28	34.0161	4998.34	-114.166	1.38047	-111.414	4865.89	34.0666	4998.5	0.533303	0.0079465	0.551	50.15	0.370353	51
9500	-188.527	1.69809	-186.716	4865.71	34.0328	4998.59	-107.755	1.34252	-105.375	4865.34	34.0837	4999	0.52697	0.00798068	0.531	50.32	0.367978	51
10000	-180.646	1.69371	-178.298	4865.86	34.0532	4998.76	-101.811	1.28143	-99.1101	4866.52	34.0588	4999	0.5282	0.00799416	0.519	50.4625	0.367385	51
10500	-175.387	1.75211	-172.486	4866.58	34.0563	4999.68	-95.7988	1.25606	-92.4916	4866.52	34.062	5000	0.536527	0.00810049	0.535	50.49	0.367474	51
11000	-169.326	1.69998	-168.17	4867.3	34.0539	5000.39	-90.6936	1.20983	-88.1206	4867.7	34.0624	5000	0.53292	0.00805152	0.541	50.7475	0.369222	52
