#gen	avgfit_mean	avgfit_sd	avgfit_med	avgbits_mean	avgbits_sd	avgbits_med	fit_mean	fit_sd	fit_med	bits_mean	bits_sd	bits_med	cpu_mean	cpu_sd	cpu_med	genes_mean	genes_sd	genes_med
0	-3120.49	10.1614	-3119.31	5000	0	5000	-737.496	5.11381	-744.786	5000	0	5000	0	0	0	48.75	0.228472	49
500	-668.75	2.89093	-672.731	4997.46	1.66237	4999.74	-480.112	2.60881	-481.839	4996.76	1.70044	5000	0.08672	0.000182276	0.087	48.685	0.236414	49
1000	-526.839	2.52178	-528.349	4998.33	1.41279	4999.9	-398.288	2.43115	-400.952	4998.11	1.71569	5000	0.0864725	0.000207227	0.086	48.62	0.224951	49
1500	-462.938	2.42572	-463.119	4998.26	1.55484	5000.19	-350.773	2.28705	-350.301	4998.24	1.62276	5000	0.0865825	0.000201176	0.087	48.9025	0.22219	49
2000	-421.489	2.32018	-420.25	4998.31	1.60523	4999.92	-316.171	2.1324	-313.891	4999.16	1.66527	5000	0.086325	0.000199023	0.086	49.04	0.222671	50
2500	-390.562	2.19766	-392.24	4999.83	1.72987	5000.18	-287.437	2.04764	-287.031	5001.43	2.28639	5000	0.0865225	0.000189045	0.086	49.35	0.226045	50
3000	-363.294	2.1063	-362.847	5001.58	2.14972	5000.91	-265.065	2.00439	-263.068	5002.66	2.76107	5000	0.086685	0.000215797	0.086	49.5675	0.222063	50
3500	-341.844	2.12556	-338.829	5002.06	2.54998	5000.56	-245.504	1.92153	-243.029	5001.6	2.80513	5000	0.08663	0.000218437	0.086	49.6275	0.221969	50
4000	-323.099	2.11246	-321.497	5001.81	2.86796	4999.72	-228.046	1.84904	-225.828	5002.35	3.26922	5000	0.08641	0.000189161	0.086	49.8725	0.222603	50
4500	-308.143	1.99944	-304.997	5002.55	3.07037	5000.21	-212.659	1.79963	-211.041	5003.27	3.39186	5000	0.08646	0.000197721	0.086	50.03	0.22166	50
5000	-291.747	2.0242	-289.376	5003.31	3.29596	5000.95	-198.285	1.74291	-197.809	5003.42	3.30565	5000	0.086515	0.000183702	0.086	50.1875	0.22213	50
5500	-279.116	1.95512	-274.977	5003.66	3.30026	5000.65	-185.979	1.71046	-184.919	5002.56	3.35409	5000	0.0863775	0.000206929	0.086	50.3825	0.222968	51
6000	-266.994	1.92094	-266.887	5003.77	3.31902	5000.47	-174.747	1.63489	-172.815	5004.21	3.40492	5001	0.086225	0.000192948	0.086	50.6025	0.224527	51
6500	-255.736	1.96455	-253.742	5004.57	3.35641	5000.89	-164.325	1.59966	-162.53	5005.4	3.58616	5000	0.086675	0.00019479	0.087	50.7575	0.222729	51
7000	-243.825	1.80582	-241.563	5004.69	3.43617	5000.91	-154.313	1.58222	-153.168	5005.96	3.57911	5003	0.08628	0.000199383	0.086	50.965	0.225108	51
7500	-235.615	1.87301	-234.135	5006	3.43138	5002.15	-145.072	1.5134	-143.582	5004.9	3.45892	5002	0.08633	0.00020259	0.086	51.1075	0.21687	51
8000	-227.958	1.77592	-225.298	5005.4	3.41834	5001.86	-137.371	1.44809	-135.164	5005.1	3.49942	5003	0.086345	0.00021574	0.086	51.16	0.22013	52
8500	-219.339	1.7507	-220.84	5005.33	3.45736	5001.97	-130.198	1.38713	-127.485	5006.26	3.62535	5003	0.0862575	0.000227613	0.086	51.4575	0.215171	52
9000	-212.466	1.71357	-212.764	5005.59	3.50076	5002.82	-123.196	1.32902	-121.609	5004.65	3.57728	5002	0.0865325	0.00017471	0.087	51.5625	0.218998	52
9500	-204.326	1.7265	-203.869	5005.45	3.55148	5002.69	-117.129	1.29907	-115.305	5005.54	3.6715	5001	0.0861	0.000175897	0.086	51.7175	0.216677	52
10000	-197.196	1.64962	-195.76	5004.87	3.64587	5002.08	-111.032	1.26791	-108.996	5003.72	3.72208	5002	0.08597	0.000179522	0.086	51.795	0.217919	52
10500	-192.497	1.58547	-189.973	5004.63	3.69317	5002.56	-105.792	1.21713	-104.347	5005.63	3.74134	5002	0.08585	0.000182763	0.086	51.8375	0.21364	52
11000	-185.812	1.51861	-184.553	5004.78	3.70768	5003.32	-101.072	1.17324	-99.2775	5006.77	3.97871	5002	0.085865	0.000183886	0.086	51.9025	0.213063	52
11500	-181.403	1.50621	-180.307	5006.15	3.83365	5002.31	-96.3912	1.13182	-95.1313	5007.73	4.00119	5001	0.0860925	0.000197185	0.086	52.085	0.21514	52
12000	-178.298	1.4931	-175.528	5007.02	3.93483	5002.16	-91.994	1.08337	-90.5503	5007.85	4.02725	5001	0.08602	0.000197475	0.086	52.17	0.212581	52
12500	-173.545	1.41238	-172.804	5008.71	4.00037	5003.05	-87.653	1.04302	-86.3134	5009.11	4.1253	5001	0.086105	0.000209481	0.086	52.3075	0.211765	52
13000	-168.856	1.40558	-167.393	5009.04	4.0472	5002.11	-83.651	0.996406	-81.7964	5009.87	4.15862	5002	0.086075	0.000181123	0.086	52.34	0.212689	52
13500	-165.683	1.38132	-164.507	5009.45	4.10816	5003.2	-80.0271	0.964765	-78.7208	5010.52	4.10884	5003.5	0.0857225	0.000196686	0.086	52.445	0.211789	53
14000	-161.421	1.3687	-159.911	5009.66	4.12366	5003.23	-76.3997	0.912569	-74.8701	5009.63	4.12266	5002	0.086005	0.000203047	0.086	52.53	0.208251	53
14500	-157.926	1.36593	-156.183	5010.27	4.14256	5001.6	-73.0253	0.893567	-71.6776	5009.97	4.14844	5003	0.086225	0.000211862	0.086	52.6175	0.209673	53
15000	-154.147	1.34811	-153.342	5009.96	4.13401	5003.5	-69.895	0.868171	-69.3261	5010.09	4.15515	5004	0.086155	0.000214955	0.086	52.7675	0.204544	53
15500	-152.385	1.33953	-153.018	5009.86	4.12699	5003.49	-67.2111	0.834029	-66.4787	5010.7	4.18297	5003.5	0.0860025	0.000231658	0.086	52.8775	0.206823	53
16000	-148.864	1.35669	-146.192	5010.38	4.14029	5003.93	-64.559	0.809548	-63.6847	5010.45	4.18171	5004	0.08617	0.00022434	0.086	52.86	0.205899	53
16500	-148.204	1.29708	-148.452	5010.79	4.16019	5003.85	-62.1746	0.784241	-61.3159	5010.9	4.21541	5003.5	0.08587	0.000251253	0.086	52.9525	0.209249	53
17000	-144.151	1.19749	-143.211	5010.86	4.16943	5003.74	-59.9912	0.772672	-59.5377	5011.57	4.25115	5003	0.0861275	0.000234527	0.086	53.0025	0.207549	53
17500	-141.4	1.21087	-140.249	5010.45	4.22913	5003.01	-57.6772	0.748398	-56.4759	5010.07	4.27051	5003	0.086085	0.000227373	0.086	52.9875	0.208421	54
18000	-139.816	1.23925	-138.234	5010.24	4.24076	5002.07	-55.5661	0.72149	-54.3968	5009.45	4.36267	5001.5	0.0858175	0.00022276	0.086	53.055	0.210751	54
18500	-136.878	1.16096	-137.556	5010.42	4.28712	5002.27	-53.6746	0.701705	-52.5411	5010.77	4.41061	5003.5	0.0861425	0.000236766	0.086	53.1175	0.210136	53.5
19000	-135.404	1.22163	-133.626	5010.39	4.33504	5002.61	-51.5756	0.673911	-50.8397	5011.28	4.44929	5002.5	0.0858475	0.000227574	0.086	53.2425	0.210166	54
19500	-132.845	1.16601	-130.994	5011.05	4.36927	5002.34	-49.7018	0.646594	-49.1922	5012.16	4.43475	5003	0.0857625	0.000198687	0.086	53.2725	0.209865	54
20000	-130.28	1.17423	-129.442	5011.44	4.39869	5002.31	-48.0346	0.631913	-47.0574	5012.56	4.49574	5004	0.0857475	0.000196548	0.0855	53.3275	0.210056	54
