#gen	avgfit_mean	avgfit_sd	avgfit_med	avgbits_mean	avgbits_sd	avgbits_med	fit_mean	fit_sd	fit_med	bits_mean	bits_sd	bits_med	cpu_mean	cpu_sd	cpu_med	genes_mean	genes_sd	genes_med
0	-3112.68	10.4857	-3112.91	5000	0	5000	-727.906	5.36541	-729.572	5000	0	5000	0	0	0	48.4425	0.228906	48
500	-662.042	3.09183	-663.356	4990.24	8.76808	4999.82	-473.095	2.80455	-472.333	4997.83	1.74224	5000	0.0877025	0.000244432	0.087	48.245	0.23345	48
1000	-521.995	2.48479	-523.569	4989.52	8.39824	5000.06	-395.935	2.38676	-396.268	4999.2	1.86027	5001	0.0876175	0.000289309	0.087	48.35	0.228225	48
1500	-461.034	2.33581	-461.003	4995.55	3.0141	5000.13	-349.003	2.24147	-350.519	4997.97	2.1749	5001	0.087465	0.000269659	0.087	48.64	0.22736	48
2000	-420.943	2.33913	-420.47	4997.42	2.08402	5000.64	-314.84	2.16268	-316.945	4997.95	2.2207	5001	0.0873875	0.000247379	0.087	48.81	0.236006	49
2500	-388.19	2.25915	-391.379	4997.74	2.19277	5000.93	-287.3	2.14591	-286.351	4997.69	2.26842	5001	0.0875	0.00022223	0.087	49.0125	0.228526	49
3000	-361.411	2.31256	-361.866	4997.98	2.25068	5000.9	-263.538	2.03273	-264.771	4998.42	2.37366	5001	0.087015	0.000241444	0.087	49.205	0.222866	49
3500	-340.474	2.17812	-339.289	4998	2.31212	5000.69	-244.452	2.01605	-244.162	4997.74	2.42577	5001	0.0869275	0.00024226	0.087	49.42	0.22713	49
4000	-322.667	2.24133	-322.366	4998.23	2.39393	5000.35	-227.82	1.95477	-228.482	4998.46	2.60174	5000	0.08709	0.00023861	0.087	49.5925	0.224621	50
4500	-305.49	2.1636	-304.947	4997.84	2.55205	4999.58	-213.042	1.91827	-212.009	4998.2	2.67397	5000	0.0872025	0.000241245	0.087	49.86	0.228515	50
5000	-292.361	2.094	-292.389	4997.7	2.53817	4999.72	-199.312	1.82912	-197.68	5000.27	2.72773	5001	0.0870275	0.000230189	0.087	49.975	0.22683	50
5500	-277.291	1.96451	-274.656	4999.08	2.66112	4999.88	-186.065	1.7982	-184.814	5000.27	2.7676	5000.5	0.086685	0.000224394	0.087	50.2075	0.22851	50
6000	-264.428	1.95576	-261.341	4999.28	2.72909	4999.73	-174.863	1.72808	-171.83	4999.31	2.80701	5000	0.086955	0.0001893	0.087	50.3575	0.227659	50
6500	-254.027	1.93866	-252.932	4999.6	2.78001	5000.45	-164.856	1.68197	-162.041	5000.48	2.90257	4999	0.0869025	0.000176061	0.087	50.49	0.225365	50.5
7000	-244.716	1.94286	-243.384	5000.33	2.81876	5000.66	-154.976	1.62573	-152.378	5000.32	2.87506	5001	0.08675	0.000193843	0.087	50.5875	0.225823	51
7500	-236.518	1.90225	-233.947	5002.2	3.38361	5000.24	-146.435	1.56337	-144.212	5003.35	4.06123	5001	0.08673	0.000195386	0.087	50.8025	0.224605	51
8000	-226.024	1.7895	-222.205	5002.4	3.38022	5001.51	-138.189	1.49012	-136.093	5004.05	4.0798	5001	0.0867025	0.000184207	0.087	50.9825	0.222411	51
8500	-218.575	1.75912	-217.351	5003.96	3.84515	5000.97	-130.771	1.42879	-129.059	5005.67	4.32055	5001.5	0.0866875	0.000204889	0.087	51.1725	0.227125	51
9000	-209.681	1.67281	-208.029	5005.3	4.2163	5001.51	-123.681	1.37733	-123.502	5017.46	13.2567	5002	0.0867225	0.000218479	0.087	51.5175	0.270383	51
9500	-204.868	1.66774	-204.75	5008.66	5.24128	5001.49	-117.292	1.33821	-116.636	5018.41	13.2766	5001	0.08682	0.000222216	0.087	51.665	0.269701	51
10000	-198.333	1.69927	-196.196	5012.62	7.33545	5002.08	-111.513	1.31925	-109.94	5020.02	13.3615	5002	0.086945	0.00022193	0.087	51.665	0.270745	51
10500	-192.004	1.69265	-189.387	5018.2	11.4586	5002.83	-106.003	1.2663	-104.528	5020.47	13.3627	5003	0.08693	0.00025559	0.087	51.7725	0.268551	51.5
11000	-187.5	1.6482	-185.776	5020.63	13.1274	5002.38	-100.605	1.21207	-99.0047	5021.48	13.3601	5002.5	0.0865175	0.000283991	0.086	51.9	0.269549	51
11500	-182.347	1.65434	-181.133	5021.69	13.3687	5002.36	-96.1039	1.17505	-95.169	5021.36	13.3835	5003	0.0869	0.000269758	0.087	52.0475	0.26962	51
12000	-176.349	1.59404	-174.411	5022.2	13.3777	5002.1	-91.8033	1.14281	-90.3611	5022.7	13.3963	5003	0.08698	0.000295559	0.087	52.095	0.272995	52
