#gen	avgfit_mean	avgfit_sd	avgfit_med	avgbits_mean	avgbits_sd	avgbits_med	fit_mean	fit_sd	fit_med	bits_mean	bits_sd	bits_med	cpu_mean	cpu_sd	cpu_med	genes_mean	genes_sd	genes_med
0	-3115.42	10.0835	-3107.9	5000	0	5000	-737.371	5.29682	-736.446	5000	0	5000	0	0	0	48.4625	0.22856	49
500	-674.885	4.27051	-677.08	4627.88	37.6791	4957.62	-497.079	2.85951	-500.148	4606.58	54.4252	5000	1.64363	0.015569	1.698	44.7275	0.573667	47
1000	-490.822	2.81642	-490.155	4556.35	51.6521	4995.6	-407.914	2.58551	-411.644	4605.05	52.4622	4999	1.66797	0.0266452	1.8095	44.795	0.554426	47
1500	-416.528	2.51795	-417.835	4591.28	51.1483	4998.19	-351.719	2.49986	-351.007	4602.93	51.3804	4997	1.68459	0.0273474	1.844	45.175	0.544463	48
2000	-364.287	2.38951	-363.853	4595.17	51.3276	4996.73	-309.718	2.45202	-308.939	4594.62	51.3761	4997	1.69035	0.0278917	1.838	45.435	0.545328	48
2500	-324.303	2.32134	-325.404	4596.58	51.3794	4996.64	-273.33	2.40934	-276.868	4596.6	51.392	4996.5	1.69065	0.028405	1.8755	45.8125	0.542671	48
3000	-291.222	2.30654	-294.226	4599.67	51.4152	4996.62	-243.596	2.35707	-242.814	4601.26	51.4753	4997	1.69902	0.0282852	1.8545	46.19	0.543989	48
3500	-263.16	2.22685	-265.727	4599.02	51.3674	4995.98	-218.399	2.2916	-216.793	4602.63	51.5216	4995	1.69879	0.0283162	1.8425	46.5325	0.537955	49
4000	-239.302	2.23105	-241.909	4600.24	51.3659	4996.16	-196.894	2.22803	-196.691	4600.95	51.3294	4994	1.67027	0.0276495	1.8135	46.7875	0.536645	49
4500	-219.391	2.12432	-217.929	4600.76	51.3338	4994.97	-178.578	2.1639	-177.631	4601.76	51.3744	4995	1.67875	0.0280184	1.8205	47.165	0.532497	49
5000	-200.409	2.08742	-198.641	4601.28	51.3638	4994.86	-160.745	2.05768	-158.275	4601.59	51.3346	4993	1.67277	0.0283081	1.8115	47.3575	0.531725	50
5500	-183.818	1.9621	-182.588	4601.62	51.3373	4993.32	-145.506	1.97758	-142.829	4602.51	51.2993	4992	1.6854	0.0282325	1.8245	47.555	0.527566	50
6000	-168.831	1.88234	-167.141	4602.36	51.2995	4993.98	-132.288	1.86973	-129.694	4602.19	51.3077	4992	1.67865	0.0269805	1.816	47.8875	0.528522	50
