#gen	avgfit_mean	avgfit_sd	avgfit_med	avgbits_mean	avgbits_sd	avgbits_med	fit_mean	fit_sd	fit_med	bits_mean	bits_sd	bits_med	cpu_mean	cpu_sd	cpu_med	genes_mean	genes_sd	genes_med
0	-2939.06	90.2067	-2496.18	5000	0	5000	-1828.45	60.3614	-1468.27	5000	0	5000	0	0	0	49.4025	0.237866	50
500	-977.246	19.6122	-878.835	4987.51	7.67784	4999.85	-658.294	8.6458	-624.159	4989.56	6.79515	5000	0.0796275	0.000172398	0.079	48.9775	0.250598	49
1000	-602.386	5.06469	-591.804	4986.23	7.04847	4999.52	-490.31	4.06168	-482.796	4986.59	7.0708	5000	0.0793675	0.000181628	0.079	48.9275	0.246363	49
1500	-496.807	3.47367	-492.791	4986.6	7.06496	4999.78	-414.605	3.10642	-411.75	4985.62	7.07667	5000	0.0795975	0.000175544	0.08	49.0675	0.251452	49
2000	-434.236	2.87554	-434.29	4987.17	7.09793	4999.98	-363.248	2.76795	-361.735	4988.4	7.14681	5000	0.079615	0.000172928	0.079	49.3875	0.24616	50
2500	-390.374	2.61938	-387.967	4988.26	7.15741	4999.88	-325.315	2.56121	-323.22	4987.46	7.15467	5000	0.079615	0.000176904	0.08	49.6525	0.248538	50
3000	-354.442	2.47445	-352.276	4987.67	7.23595	4999.85	-293.892	2.48006	-292.801	4997.32	12.2315	5000	0.0791575	0.000172609	0.079	50.0625	0.253762	50
3500	-325.621	2.40084	-326.491	4988.07	7.25024	4999.91	-267.22	2.36732	-268.409	4989.73	7.26301	5000	0.079355	0.000172327	0.08	50.1675	0.239593	50
4000	-301.025	2.3268	-298.404	4989.94	7.31573	5000.41	-243.919	2.21062	-243.375	4992.6	7.47915	5000	0.0793175	0.000172638	0.079	50.475	0.238728	51
4500	-280.065	2.22082	-280.749	4992.82	7.47703	5001.07	-225.009	2.14082	-223.56	4994.97	7.54837	5001	0.079435	0.000162883	0.079	50.6975	0.239391	51
5000	-260.198	2.14878	-257.188	4995.15	7.59929	5001.43	-206.595	2.06962	-203.446	4997.19	8.00011	5001	0.079305	0.000175054	0.079	50.985	0.237862	51
5500	-243.844	2.13704	-241.548	4997.14	7.96943	5001.09	-190.146	1.94891	-187.514	4998.34	7.99192	5002	0.0792675	0.000174725	0.079	51.2275	0.229884	51
6000	-226.746	1.97712	-223.604	4997.86	7.93657	5001.93	-175.119	1.88784	-173.032	4998.02	7.9992	5002	0.0794125	0.000174304	0.079	51.5525	0.228333	52
6500	-212.912	1.87757	-210.877	4998.85	7.99238	5002.23	-161.664	1.77902	-158.379	4999.31	8.0571	5002	0.079205	0.000176452	0.079	51.7475	0.226412	52
