#gen	avgfit_mean	avgfit_sd	avgfit_med	avgbits_mean	avgbits_sd	avgbits_med	fit_mean	fit_sd	fit_med	bits_mean	bits_sd	bits_med	cpu_mean	cpu_sd	cpu_med	genes_mean	genes_sd	genes_med
0	-3342.11	109.734	-4822.23	5000	0	5000	-2103.22	74.8878	-3119.97	5000	0	5000	0	0	0	49.8775	0.23209	51
500	-1031.05	22.5924	-1516.58	4995.73	2.38169	5000.36	-661.781	9.14265	-783.952	4996.73	4.77527	5000	2.83572	0.0226586	3.1905	49.6325	0.241562	49.5
1000	-608.732	5.99626	-771.575	4997.82	4.39777	5000.59	-492.579	4.44404	-561.535	4998.72	4.53409	4999.5	2.8722	0.0389033	3.0705	49.4675	0.231314	48.5
1500	-481.425	4.15209	-577.796	4998.35	4.45141	4999.25	-409.923	3.39821	-427.939	4999.25	4.5344	5001	2.86545	0.0329052	3.107	49.585	0.231308	51
2000	-404.914	3.3374	-424.025	4998.53	4.46142	4998.76	-354.458	3.00419	-360.247	4998.61	4.59003	4998.5	2.85551	0.0247071	2.992	49.8125	0.221961	50.5
2500	-351.569	2.94805	-360.654	4999.29	4.48709	4998.49	-312.616	2.78726	-322.076	4999.06	4.55544	4998.5	2.83755	0.0233571	3.0895	50.1325	0.22158	50.5
3000	-312.502	2.77256	-325.595	4999.63	4.59795	4999.26	-279.05	2.651	-281.8	4998.59	4.6469	4998.5	2.84569	0.023926	3.272	50.57	0.216778	51.5
3500	-281.334	2.62829	-293.465	4999.15	4.62252	4997.79	-250.606	2.55078	-255.469	4999.65	4.63448	4998.5	2.84001	0.0234456	3.0945	50.845	0.216146	53
4000	-253.621	2.52118	-261.83	5000.04	4.65678	4995.6	-225.58	2.45353	-231.503	5000.82	4.69349	4997.5	2.83908	0.0239389	2.99	51.11	0.216679	54
4500	-229.84	2.40257	-231.213	5001.35	4.73499	4991.31	-204.618	2.3143	-198.489	5001.76	4.76708	4987.5	2.83882	0.0232244	2.939	51.4225	0.213657	52.5
5000	-210.907	2.25925	-202.761	5001.69	4.74192	4988.61	-185.297	2.17374	-181.134	5002.09	4.75043	4988.5	2.83253	0.0229893	2.9045	51.7875	0.215021	53.5
5500	-191.647	2.17687	-182.694	5002.64	4.7537	4988.28	-169.326	2.08634	-163.997	5002	4.7844	4988	2.8313	0.0225432	2.889	52.085	0.212856	53.5
6000	-176.835	2.09922	-167.871	5003.55	4.79936	4987.83	-154.797	2.01965	-145.757	5004.47	4.87041	4988	2.85526	0.023143	3.0045	52.3175	0.211699	53
6500	-163.408	2.02108	-158.624	5004.39	4.88625	4985.07	-141.363	1.91153	-131.001	5004.81	4.8999	4967	2.85595	0.0234282	2.936	52.6075	0.212241	54
7000	-149.271	1.8838	-140.634	5004.65	4.92314	4968.49	-129.278	1.79326	-121.937	5005.54	4.94169	4965.5	2.87107	0.0227032	2.9995	52.81	0.209151	54
7500	-138.478	1.8004	-137.178	5005.61	4.95696	4964.14	-118.652	1.72196	-111.583	5006	4.95883	4963	2.84872	0.0232242	2.9335	53.02	0.206896	54.5
8000	-128.648	1.71249	-118.702	5005.85	4.94385	4963.84	-109.545	1.64396	-102.417	5005.67	4.9738	4963.5	2.85284	0.0231052	2.95	53.2575	0.208505	56
8500	-119.842	1.66609	-108.17	5006.04	4.92204	4962.84	-100.504	1.56287	-98.6342	5007.02	4.95257	4962.5	2.84961	0.0228359	3.1225	53.4425	0.207996	55.5
9000	-111.155	1.56282	-111.457	5006.72	4.95824	4963.15	-92.758	1.47586	-92.6287	5006.55	4.98776	4962.5	2.85569	0.0230914	3.1245	53.6675	0.206152	55
9500	-103.645	1.52394	-112.908	5006.72	4.96614	4963.83	-85.5134	1.40165	-84.8907	5007.67	5.03936	4965.5	2.84896	0.0233146	3.0255	53.825	0.206136	55.5
10000	-96.0847	1.40956	-103.469	5006.99	4.97963	4964.61	-79.3315	1.34413	-80.4051	5006.8	4.99419	4965.5	2.8599	0.0245847	2.992	54	0.207564	55
10500	-90.4953	1.37505	-92.1966	5007.34	4.98484	4966.27	-73.556	1.27102	-73.9803	5007.4	5.00318	4966	2.8633	0.0250481	3.052	54.1475	0.205566	54.5
11000	-84.814	1.30826	-81.0457	5007.4	5.00059	4968.24	-68.3567	1.1925	-69.3249	5007.76	5.02989	4967	2.85888	0.0232961	2.9785	54.2675	0.206995	55.5
11500	-79.8471	1.22236	-87.9642	5007.43	4.99612	4967.15	-63.3725	1.12766	-64.872	5007.05	4.99543	4967	2.847	0.0229895	2.938	54.4225	0.205037	55.5
12000	-75.0735	1.15953	-87.0511	5007.32	5.00295	4969.74	-58.7406	1.0597	-61.163	5007.19	5.01034	4970	2.84295	0.0228951	3.072	54.54	0.204758	56
12500	-70.9482	1.10953	-66.9647	5007.59	5.0214	4972.63	-54.5144	0.995087	-56.7448	5007.66	5.04558	4971	2.85389	0.0268909	3.081	54.6675	0.204871	56
13000	-66.8796	1.05991	-72.9245	5008.08	5.03853	4971.52	-50.8491	0.936313	-50.7807	5008.65	5.09716	4973	2.85317	0.0246932	2.818	54.7625	0.201754	57
13500	-63.2087	0.991214	-66.4065	5008.58	5.09083	4970.75	-47.6989	0.884379	-46.8388	5008.48	5.14302	4974	2.84352	0.022806	2.8685	54.9275	0.200233	57
14000	-60.3429	0.946974	-57.459	5009.17	5.14743	4968.24	-44.8928	0.845134	-42.5286	5009.35	5.1829	4974.5	2.84985	0.0236852	2.8325	55.015	0.201372	57
14500	-57.345	0.891215	-52.5775	5009.52	5.12505	4972.53	-42.049	0.795576	-37.8943	5009.81	5.16965	4975	2.84542	0.0233484	2.985	55.1275	0.200758	57
15000	-54.2431	0.841733	-51.1714	5009.97	5.13538	4974.07	-39.4995	0.7529	-36.1795	5010.02	5.23682	4974	2.85331	0.023352	2.9645	55.2225	0.199956	57
15500	-52.2398	0.814301	-48.413	5010.21	5.17769	4974.96	-37.2289	0.713624	-34.4373	5010.39	5.19817	4975	2.84836	0.0231852	3.09	55.29	0.199849	56.5
16000	-49.4302	0.777141	-45.5171	5010.26	5.21942	4975.37	-35.1454	0.68313	-33.527	5010.52	5.21486	4973.5	2.85727	0.0233299	3.0505	55.3975	0.200216	57
16500	-47.8615	0.759982	-47.1945	5010.21	5.22355	4975.66	-33.041	0.646969	-32.1378	5010.87	5.41762	4976	2.86123	0.0235496	3.1605	55.4675	0.197535	57
17000	-45.5204	0.723591	-52.1834	5010.89	5.37589	4975.83	-31.3811	0.621839	-28.6888	5011.14	5.32057	4975	2.86118	0.0246452	2.998	55.5425	0.195969	56.5
17500	-44.3571	0.725457	-36.0771	5011.4	5.42654	4975.76	-29.7766	0.597578	-27.824	5012.14	5.50379	4976.5	2.85038	0.0256179	3.132	55.6125	0.194004	57.5
18000	-42.5033	0.673083	-45.0022	5012.32	5.52231	4978.99	-28.2907	0.5718	-26.6479	5012.65	5.54451	4977	2.85168	0.0246074	3.136	55.68	0.194457	58.5
18500	-41.2622	0.665735	-43.9622	5012.44	5.54233	4979.25	-26.8719	0.546123	-25.7509	5012.26	5.54478	4976	2.87182	0.0247093	3.0705	55.7525	0.195829	58.5
19000	-39.8669	0.631856	-35.1735	5012.4	5.51707	4974.13	-25.6258	0.529375	-25.0568	5012.42	5.55468	4976	2.85405	0.0234095	3.022	55.8325	0.195305	58.5
19500	-38.5416	0.64456	-34.3069	5012.45	5.55117	4973.52	-24.4848	0.507167	-23.6941	5012.86	5.54442	4977	2.86409	0.0234213	3.1955	55.885	0.194774	58.5
20000	-37.6712	0.625181	-35.0177	5012.39	5.5657	4970.6	-23.4951	0.490786	-23.6073	5011.96	5.58567	4972	2.85079	0.0235462	3.0375	55.9625	0.19602	58.5
