#gen	avgfit_mean	avgfit_sd	avgfit_med	avgbits_mean	avgbits_sd	avgbits_med	fit_mean	fit_sd	fit_med	bits_mean	bits_sd	bits_med	cpu_mean	cpu_sd	cpu_med	genes_mean	genes_sd	genes_med
0	-3058.87	103.94	-5955.1	5000	0	5000	-1884.71	66.7466	-3905.22	5000	0	5000	0	0	0	49.6875	0.229661	51
500	-1003.46	24.303	-1891.2	4997.65	2.18318	4997.78	-661.437	9.38491	-960.128	4995.75	3.51574	4997.5	4.20155	0.0455751	4.5335	49.2825	0.240601	49.5
1000	-604.637	5.7198	-762.461	4996.46	2.25803	4997.36	-491.333	4.01614	-627.817	4994.18	3.50589	4999.5	3.99094	0.0427835	4.574	49.2675	0.236627	50.5
1500	-477.784	3.85869	-623.289	4996.1	3.36845	4999.59	-407.206	3.13029	-514.121	4996.47	3.49741	4999	4.00005	0.0436075	4.669	49.385	0.241558	50.5
2000	-401.932	3.18529	-519.093	4996.01	3.56068	4998.3	-352.009	2.84826	-452.262	4996.61	3.68725	4997.5	4.00272	0.0431542	4.5135	49.6525	0.239029	51
2500	-350.295	2.76794	-446.728	4996.2	3.69198	4997.01	-310.729	2.57916	-392.058	4996.47	3.7149	4997	3.9897	0.04313	4.6125	50.06	0.236046	53.5
3000	-309.507	2.57308	-399.093	4996.71	3.72699	4997.32	-276.222	2.46439	-343.542	4997.4	3.76974	4999.5	3.9893	0.0436372	4.557	50.52	0.237861	53
3500	-278.676	2.42213	-350.495	4997	3.74879	4996.89	-248.308	2.37981	-314.259	4999.38	3.86722	4997.5	4.00338	0.0440237	4.8	50.92	0.236403	52.5
4000	-252.127	2.37174	-312.419	4999.35	3.82096	4997.87	-224.155	2.3368	-285.25	5000.5	3.88236	4998.5	4.01443	0.0446009	4.845	51.2875	0.237256	53.5
4500	-229.092	2.32695	-293.688	5000.43	3.89515	4998.34	-203.274	2.23834	-275.224	5000.95	3.94031	4999	4.04469	0.044771	5.3475	51.605	0.235768	53
5000	-209.576	2.23173	-289.638	5001.2	3.93595	4997.66	-185.448	2.14861	-266.789	5001.33	4.03319	4997	4.06417	0.0447667	5.1065	51.8575	0.234586	52.5
5500	-191.702	2.13861	-285.29	5001.77	3.98774	4997.02	-168.284	2.04515	-241.724	5002.05	4.04357	4996.5	4.04425	0.0451391	4.73	52.25	0.234454	52.5
6000	-175.599	2.03576	-249.16	5002.75	4.02483	4997.92	-153.248	1.93454	-223.341	5003.03	4.03669	4997	4.0592	0.0443533	4.917	52.51	0.233046	53
6500	-161.576	1.89596	-232.566	5003.35	4.04828	4995.83	-139.743	1.82402	-201.435	5003.27	4.06065	4994.5	4.06835	0.0454993	4.8415	52.85	0.230981	53.5
7000	-148.746	1.80753	-218.471	5004.18	4.08683	4999.74	-127.593	1.74161	-184.782	5004.36	4.10796	4996.5	4.07142	0.0452292	4.8055	53.07	0.232859	53
7500	-137.196	1.71974	-196.244	5004.67	4.10455	4999.84	-116.936	1.6344	-171.712	5005.38	4.12068	4999.5	4.09958	0.0458255	4.5535	53.3225	0.233092	53
8000	-127.146	1.63304	-179.863	5005.04	4.11095	4998.84	-107.336	1.54617	-164.166	5004.81	4.12783	4997	4.1039	0.0459762	4.7225	53.5375	0.23494	53
8500	-117.791	1.52779	-172.552	5005.07	4.15324	5000.58	-98.8858	1.46038	-153.722	5005.49	4.17326	5001	4.10813	0.046264	4.8945	53.7975	0.232301	54
