#gen	avgfit_mean	avgfit_sd	avgfit_med	avgbits_mean	avgbits_sd	avgbits_med	fit_mean	fit_sd	fit_med	bits_mean	bits_sd	bits_med	cpu_mean	cpu_sd	cpu_med	genes_mean	genes_sd	genes_med
0	-3144.42	12.3046	-3134.34	5000	0	5000	-734.152	5.67285	-728.563	5000	0	5000	0	0	0	48.7533	0.266795	48
500	-1351.25	9.54649	-1340.62	4948.19	7.92067	4959.24	-536.529	3.3407	-541.06	4955.76	22.6412	5000	58.5833	0.641388	61.8455	47.8355	0.34219	48
1000	-844.732	15.0103	-816.798	4931.79	15.9933	4983.56	-447.999	3.14353	-451.238	4967.37	21.3526	4999	32.0865	0.873358	32.073	47.8849	0.341161	48
1500	-552.172	10.7017	-481.267	4939.36	19.7453	4989.4	-382.236	3.16297	-382.555	4958.25	21.7288	4995	12.267	0.679103	6.663	48.023	0.348214	48
2000	-416.172	6.12249	-393.907	4957.97	20.768	4993.84	-333.486	3.08383	-332.023	4967.51	20.9052	4994.5	5.58704	0.321042	3.705	48.3684	0.340711	48
2500	-345.393	3.67352	-338.41	4961.79	20.9949	4995.1	-295.155	2.77039	-294.915	4960.73	21.1239	4994	3.70064	0.110462	3.5835	48.5888	0.340055	49
3000	-304.154	2.80347	-302.06	4963.54	21.0581	4994.56	-265.941	2.66785	-264.108	4962.38	21.1086	4993.5	3.36466	0.0434313	3.54	48.9967	0.331641	49
3500	-275.358	2.68095	-275.022	4964.55	21.142	4994.07	-241.196	2.50013	-242.938	4967.77	21.4852	4992.5	3.34377	0.0388251	3.538	49.3257	0.330358	50
4000	-251.727	2.52085	-253.535	4968.41	21.3634	4992.01	-219.613	2.38209	-218.461	4968.1	21.4605	4993	3.336	0.0393233	3.5355	49.6974	0.323574	50
4500	-229.822	2.45364	-226.627	4969.5	21.4761	4993.19	-200.481	2.27101	-197.919	4969.83	21.5118	4993	3.32621	0.0389874	3.5615	49.9474	0.322448	50
5000	-212	2.31802	-210.148	4969.39	21.4756	4993.06	-183.158	2.23379	-180.447	4969.11	21.4642	4991.5	3.32588	0.0391398	3.538	50.2138	0.318382	50
5500	-196.667	2.23604	-194.625	4969.67	21.4619	4991.93	-168.372	2.11507	-169.178	4969.63	21.4745	4994	3.31318	0.038664	3.5325	50.5493	0.319677	51
6000	-181.744	2.17961	-181.866	4969.31	21.4517	4994.09	-155.547	2.03998	-154.566	4970.46	21.434	4992.5	3.33413	0.0384667	3.534	50.7632	0.318754	51
6500	-169.124	2.05769	-167.799	4970.12	21.4593	4992.91	-144.198	1.98125	-140.228	4971.01	21.498	4994	3.32469	0.0383571	3.535	50.9967	0.318652	51
7000	-158.421	2.01911	-156.254	4971.44	21.5317	4994.41	-134.833	1.90675	-130.282	4971.48	21.5522	4995	3.31426	0.038973	3.5375	51.2072	0.316241	51
7500	-149.872	1.99117	-147.187	4972.13	21.5848	4995.17	-125.592	1.89953	-121.69	4972.97	21.6215	4993	3.31559	0.0389107	3.52	51.4638	0.314996	51
8000	-140.407	1.96728	-137.572	4972.59	21.5925	4995.53	-117.024	1.82745	-114.731	4973.43	21.622	4994	3.31412	0.0391676	3.524	51.6447	0.317571	52
8500	-132.26	1.86762	-127.87	4973.13	21.6314	4994.09	-108.881	1.78066	-105.32	4972.86	21.6595	4992.5	3.31128	0.0388068	3.52	51.875	0.315885	52
9000	-123.584	1.83272	-121.156	4973.34	21.6643	4993.56	-101.487	1.71204	-97.1892	4973.72	21.665	4994	3.34191	0.0395207	3.5275	52.0691	0.317467	52
9500	-117.89	1.78496	-115.337	4973.66	21.6358	4993.82	-94.9235	1.65847	-90.7256	4975.05	21.8464	4995	3.309	0.0386912	3.503	52.2303	0.316788	52
10000	-110.539	1.69119	-106.106	4975.28	21.8077	4993	-89.0069	1.5923	-84.7981	4975.15	21.8147	4992.5	3.32673	0.0383039	3.5295	52.3914	0.318949	52.5
10500	-105.618	1.66871	-103.379	4975.61	21.8072	4993.7	-83.7309	1.53132	-79.8749	4976.08	21.7489	4993	3.3298	0.0387543	3.534	52.5822	0.314485	53
11000	-99.3232	1.6393	-95.7089	4976.49	21.8025	4993.86	-78.8442	1.48028	-74.573	4977.36	21.7988	4994.5	3.32388	0.038702	3.5255	52.7401	0.313768	53
11500	-95.5967	1.55177	-92.2571	4976.95	21.7855	4993.82	-74.5199	1.39776	-70.3371	4978.11	21.7767	4995	3.32325	0.038399	3.539	52.8158	0.311811	53
