#gen	avgfit_mean	avgfit_sd	avgfit_med	avgbits_mean	avgbits_sd	avgbits_med	fit_mean	fit_sd	fit_med	bits_mean	bits_sd	bits_med	cpu_mean	cpu_sd	cpu_med	genes_mean	genes_sd	genes_med
0	-3232.36	109.217	-2571.15	5000	0	5000	-2011.73	74.5591	-1464.73	5000	0	5000	0	0	0	49.3875	0.231495	49
500	-1013.39	22.4412	-865.69	4997.11	2.3688	4999.81	-672.371	9.84966	-631.714	4999.33	1.67337	5000	0.501885	0.00683501	0.4805	48.9225	0.235595	49
1000	-602.389	5.24014	-586.709	4987.56	7.16357	4999.72	-486.329	4.2758	-475.4	4987.27	8.64114	5000	0.502347	0.00682177	0.48	48.97	0.243688	49
1500	-489.005	3.6641	-484.446	4983.84	8.9348	5000.05	-407.929	3.33267	-404.321	4982.01	9.6298	5000	0.508737	0.00685769	0.484	49.08	0.244635	49
2000	-425.753	3.14647	-425.972	4984.92	8.79697	5000.15	-357.859	2.97299	-356.993	4987.31	8.79104	5000	0.511895	0.00717817	0.4955	49.4	0.23694	49
2500	-380.908	2.90855	-379.033	4986.3	8.79064	5000.15	-317.138	2.79674	-314.855	4986.01	8.81842	5000	0.502527	0.00668442	0.4875	49.75	0.237164	50
3000	-343.473	2.77104	-342.277	4986.57	8.83197	4999.36	-284.962	2.66157	-283.086	4987.47	8.86816	5000	0.505992	0.00707361	0.494	49.9075	0.23606	50
3500	-313.482	2.66169	-311.954	4987.5	8.84245	5000.72	-257.57	2.53373	-254.867	4989.19	8.90888	5001	0.514628	0.00720011	0.5	50.2625	0.235393	50
4000	-286.998	2.59152	-286.386	4987.94	8.86752	5000.18	-234.15	2.43778	-231.427	4987.79	8.86208	5000	0.503012	0.00702638	0.486	50.515	0.233985	50
4500	-265.055	2.46196	-265.253	4988.53	8.85194	5000.26	-213.554	2.33285	-211.235	4986.89	8.93046	5000	0.507195	0.00692181	0.49	50.84	0.234224	51
5000	-245.331	2.37922	-242.72	4988.26	8.89813	4999.55	-194.102	2.21316	-190.387	4988.55	8.87928	4999	0.510345	0.00690172	0.4905	51.1375	0.229162	51
5500	-226.814	2.2734	-224.848	4988.5	8.89867	4999.68	-177.298	2.08529	-172.469	4989.04	8.90585	4999	0.495135	0.00688267	0.4685	51.44	0.229505	51
6000	-210.295	2.11836	-205.948	4989.68	8.92962	5000.07	-162.474	1.95222	-159.598	4990.58	8.90915	5000	0.50193	0.0069326	0.487	51.685	0.225258	52
6500	-195.759	1.98928	-192.152	4992.77	9.30181	4999.78	-148.941	1.86227	-145.36	4995.26	10.1643	5000	0.514458	0.0131713	0.4885	51.9975	0.225017	52
7000	-183.101	1.9237	-178.749	4994.84	10.1642	4999.1	-136.854	1.77793	-133.805	4995.39	10.1628	5000	0.54199	0.0399697	0.4775	52.23	0.224402	52
7500	-171.064	1.82795	-166.261	4995.44	10.1816	5000.87	-126.009	1.67747	-122.467	4996.69	10.2541	5000	0.52883	0.0278427	0.4665	52.4025	0.220932	52
