#gen	avgfit_mean	avgfit_sd	avgbits_mean	avgbits_sd	fit_mean	fit_sd	bits_mean	bits_sd	cpu_mean	cpu_sd	genes_mean	genes_sd
0		-3237.09	153.482	5000	0	-985.921	41.0263	5000	0	0	0	49.5851	0.460623
1000		-1039.84	14.6527	4918.19	33.7561	-461.756	7.24181	4947.04	45.9927	5.2119	0.104252	48.234	0.667311
2000		-880.956	13.5424	4804.22	72.15	-377.959	5.54818	4955.73	52.9206	6.01182	0.230257	48.8404	0.715918
3000		-799.228	13.614	4816.46	70.3388	-327.865	5.39777	4893.59	60.1153	6.52979	0.348179	48	0.762451
4000		-709.803	13.2561	4867.95	58.384	-284.465	5.01447	4911.11	60.436	7.00041	0.468159	48.2766	0.753912
5000		-632.442	13.7854	4892.87	59.7812	-257.74	4.96972	4913.85	60.7613	6.82516	0.398755	48.1915	0.745654
6000		-547.585	12.2487	4900.07	61.0627	-227.482	4.76077	4897.33	62.3956	6.41636	0.297343	47.7234	0.764759
7000		-479.786	11.1267	4907.64	61.7853	-203.271	4.67578	4916.97	61.5481	6.21456	0.265557	48.3085	0.706545
8000		-427.086	11.3584	4912.25	62.2081	-178.964	4.45135	4930.81	63.2069	6.3467	0.347518	48.6915	0.736042
9000		-382.084	10.6564	4923.59	61.5578	-158.532	4.34258	4926.83	62.1227	6.40934	0.386309	48.6915	0.713953
10000		-344.402	9.68217	4931.12	61.3281	-142.513	3.99722	4941.13	62.2995	6.91211	0.476968	48.9362	0.710546
11000		-315.4	8.19366	4944.32	62.2028	-126.702	3.64796	4970.26	68.2543	6.51734	0.442182	49.1064	0.800719
12000		-287.114	6.54945	4947.76	62.8212	-113.524	3.35626	4979.32	68.9935	6.36895	0.40872	49.4468	0.795437
13000		-271.841	5.38655	4964.28	65.3956	-104.307	3.15267	4984.79	69.2734	6.7415	0.500739	49.7128	0.797878
14000		-261.996	5.57093	4979.51	68.8396	-96.3789	2.92199	4990.27	69.827	6.53017	0.503141	49.8723	0.805954
15000		-248.392	5.63719	4987.86	69.3407	-89.4228	2.80032	4996.17	70.3437	6.49818	0.582297	50.0426	0.795623
16000		-242.095	5.20955	4993.41	69.5462	-84.1074	2.70211	4998.98	69.7283	6.46305	0.485336	50.2872	0.79515
17000		-242.18	5.25707	5000.92	69.6377	-78.8771	2.64762	5017.7	70.9233	6.71676	0.588044	50.5532	0.799453
18000		-232.294	5.10671	5011.54	70.152	-73.6712	2.48773	5035.45	72.2432	6.66767	0.542581	50.8617	0.789951
19000		-224.523	5.24581	5026.81	71.1946	-69.884	2.38613	5032.28	71.4327	6.52572	0.519461	50.9149	0.791839
20000		-218.979	4.93672	5031.49	71.5558	-65.8625	2.22527	5031.53	71.6357	6.21048	0.459419	51.0745	0.791056
21000		-214.441	4.36044	5033.74	71.5105	-61.5263	2.10696	5043.36	72.433	6.15367	0.382067	51.2872	0.793854
22000		-211.774	4.50195	5037.68	71.6155	-58.3934	2.01687	5040.4	71.9696	6.29237	0.430018	51.4574	0.793572
23000		-204.773	4.57336	5046.32	71.7633	-55.5954	1.97517	5059.8	71.7472	6.28763	0.405183	51.6064	0.795667
24000		-204.599	4.60386	5059.04	72.0472	-52.8414	1.83324	5066.59	72.2273	6.0766	0.32423	51.766	0.811356
25000		-204.452	4.31688	5065.78	72.078	-50.3399	1.78732	5071.23	71.7693	6.07507	0.341802	51.9468	0.820043
26000		-199.544	4.15397	5070.49	72.0275	-48.2705	1.72477	5075.4	72.8332	6.36251	0.405724	52	0.824582
27000		-199.588	4.19486	5075.71	72.5466	-46.3383	1.64953	5079.33	72.8017	5.79606	0.234647	52.1277	0.826555
28000		-193.832	3.74833	5082.93	72.4378	-44.5872	1.58908	5086.28	73.1723	5.64249	0.194346	52.266	0.819039
29000		-191.143	3.85696	5085.6	72.8137	-42.8576	1.54628	5091.44	73.1051	5.61959	0.236065	52.3936	0.819464
30000		-196.181	4.08648	5092.18	73.0194	-40.9188	1.47894	5097.79	73.4143	5.7384	0.228602	52.6064	0.829729
31000		-190.742	4.13631	5099.51	73.4034	-39.2051	1.4485	5107.4	73.1145	5.78803	0.253371	52.7979	0.824108
32000		-188.363	4.37285	5104.89	73.5401	-38.0781	1.45021	5113.72	73.8536	5.62291	0.176492	52.8617	0.81854
33000		-183.863	4.21205	5113.04	73.6262	-36.7178	1.40776	5115.2	73.7654	5.78878	0.233561	53.0957	0.827776
34000		-185.902	3.71186	5130.02	74.7756	-35.4717	1.37121	5141.57	76.6653	5.8106	0.229008	53.3085	0.825418
35000		-187.429	3.96062	5142.57	76.3194	-34.1277	1.33819	5137.71	73.8233	5.88329	0.281388	53.4362	0.823271
36000		-185.717	4.39603	5147.05	76.2288	-32.9615	1.27767	5151.96	76.3338	6.08796	0.313137	53.6489	0.838846
37000		-184.04	3.95294	5152.22	76.2433	-31.9653	1.26229	5157.49	76.4713	6.28333	0.343252	53.8617	0.842912
38000		-180.8	4.27867	5154.62	76.4009	-30.9108	1.2103	5162.94	76.2697	6.46448	0.423161	54	0.836701
39000		-189.292	4.57664	5158.81	76.1401	-29.763	1.16886	5167.62	76.7013	6.25459	0.309298	54.0957	0.832874
40000		-187.608	4.44442	5164.82	76.3315	-28.7293	1.08837	5171.68	76.0668	6.1933	0.40945	54.2979	0.828986
41000		-180.381	4.02707	5170.89	76.3681	-28.0142	1.04007	5168.06	75.8651	6.21034	0.364065	54.4043	0.828363
42000		-180.723	3.83864	5174.01	76.0533	-27.4224	1.01426	5176.99	75.6766	5.87402	0.241464	54.5745	0.831144
43000		-178.419	3.80161	5178.81	75.8808	-26.6868	0.953352	5185.83	76.0764	5.70652	0.200118	54.6702	0.830717
44000		-175.721	3.75077	5183.42	76.0098	-26.0247	0.920273	5187.26	76.0204	5.71126	0.187472	54.6702	0.833055
45000		-178.391	3.52937	5183.56	76.08	-25.4084	0.90144	5179.62	76.3518	5.92243	0.375861	54.766	0.834569
46000		-177.605	3.87458	5183.83	76.0785	-24.7394	0.88299	5195.64	77.2015	6.171	0.471178	54.8511	0.834642
47000		-175.854	3.90247	5191.06	76.75	-24.1728	0.874943	5190.99	77.0101	6.21132	0.420722	54.9043	0.837121
48000		-175.239	3.92075	5194.71	76.875	-23.4545	0.861794	5201.31	76.0896	6.16466	0.311227	55.0638	0.842669
49000		-176.168	4.0242	5198.78	76.6393	-22.8431	0.825433	5205.23	76.8327	6.27703	0.462058	55.1489	0.8454
50000		-176.789	3.56142	5203.21	76.6452	-22.2634	0.806749	5202.01	77.0664	6.21121	0.493889	55.2447	0.842109
51000		-234.469	4.17055	5204.91	77.1373	-81.2059	1.54141	5203.5	78.0139	6.75286	0.55039	55.0638	0.852789
52000		-225.821	4.17544	5201.86	77.3057	-74.4201	1.50996	5196.6	78.6647	6.63664	0.547978	55.117	0.852662
53000		-228.137	4.36482	5196.96	77.6858	-68.6064	1.45944	5186.97	77.388	6.61212	0.619547	55.2766	0.847892
54000		-216.263	4.18838	5197.25	77.7908	-62.5551	1.47178	5211.49	78.5871	6.21321	0.574652	55.3936	0.852308
55000		-218.768	4.26813	5206.34	78.0977	-58.2244	1.40981	5217.34	79.7342	6.21621	0.491241	55.5106	0.869649
56000		-211.179	4.0912	5209.41	78.662	-54.8837	1.40046	5215.57	79.7861	6.207	0.425275	55.5851	0.864592
57000		-203.236	4.07747	5214.87	79.53	-51.2653	1.38322	5213.99	78.6611	6.3665	0.348314	55.7872	0.849034
58000		-197.076	4.21419	5219.39	79.5877	-47.8416	1.28473	5232.31	80.4172	6.39098	0.348267	55.9149	0.863964
59000		-202.797	4.47688	5224.16	80.2599	-45.0964	1.26611	5228.68	80.9333	5.95164	0.240675	55.9574	0.863997
60000		-193.593	4.16005	5229.61	81.36	-42.7312	1.22238	5238.83	82.1503	5.89388	0.216172	56.1383	0.868841
