#gen	avgfit_mean	avgfit_sd	avgfit_med	avgbits_mean	avgbits_sd	avgbits_med	fit_mean	fit_sd	fit_med	bits_mean	bits_sd	bits_med	cpu_mean	cpu_sd	cpu_med	genes_mean	genes_sd	genes_med
0	-3195.79	107.159	-2257.23	5000	0	5000	-1992.02	70.0162	-1227.75	5000	0	5000	0	0	0	49.4875	0.230994	43.5
500	-1002.45	21.0923	-789.133	4991.71	6.45559	4997.59	-667.884	9.67061	-619.989	4987.2	8.72504	4998.5	0.631715	0.00713019	0.8915	49.0225	0.253086	41.5
1000	-605.226	4.92214	-540.062	4988.1	8.69974	4997.29	-488.153	3.72371	-443.427	4987.15	8.79523	4995.5	0.627892	0.00775055	0.9835	49.085	0.255382	43
1500	-491.488	3.33993	-453.477	4987.23	8.79673	4998.98	-410.859	2.91453	-378.775	4987.89	8.85319	4993	0.624583	0.00711604	1.0045	49.185	0.246101	43
2000	-427.339	2.80298	-386.414	4987.56	8.85149	4998.08	-359.813	2.60723	-320.047	4989.05	9.12702	5008	0.615975	0.00702258	0.7705	49.45	0.23919	44
2500	-380.482	2.54139	-333.794	4990.23	9.11227	5010.81	-318.651	2.36323	-285.354	4991.76	9.14656	5007.5	0.628445	0.00758868	0.9765	49.5875	0.240704	44
3000	-342.387	2.37255	-298.306	4991.38	9.14801	5005.14	-284.502	2.23948	-249.564	4992.62	9.16067	5005	0.623125	0.00744099	0.977	49.905	0.238447	45.5
3500	-310.415	2.31784	-264.194	4992.39	9.15447	5007.37	-255.748	2.11566	-217.926	4992.32	9.16472	5006	0.629345	0.00759929	0.9405	50.2925	0.23687	46.5
4000	-284.918	2.19176	-254.029	4992.79	9.1563	5006.74	-231.024	2.05759	-182.222	4993.53	9.17471	5007.5	0.625858	0.00722821	0.7795	50.5175	0.240481	45.5
4500	-260.052	2.13777	-231.499	4993.73	9.1527	5008.83	-209.16	1.99966	-175.582	4994.77	9.16776	5009	0.624197	0.00720571	0.8685	50.9075	0.236669	46.5
5000	-238.893	2.04177	-204.577	4994.55	9.17337	5009.43	-189.774	1.90401	-161.626	4994.03	9.18521	5007.5	0.625055	0.00715765	0.9345	51.12	0.236705	46
5500	-220.002	1.98418	-181.33	4994.59	9.1817	5005.25	-172.026	1.83983	-130.541	4995.52	9.23336	5002	0.628293	0.00764379	0.8325	51.475	0.240948	46
6000	-203.116	1.91816	-154.918	4995.37	9.21201	4996.81	-157.057	1.73994	-116.583	4997.55	9.27157	4992.5	0.62081	0.00729438	0.9565	51.65	0.233597	45.5
6500	-188.401	1.75087	-145.941	4996.91	9.26299	4992.05	-143.376	1.66317	-111.263	4997.13	9.2764	4991.5	0.61921	0.00661781	0.889	51.97	0.236114	45.5
7000	-175.705	1.74409	-141.391	4998.69	9.31184	4986.66	-130.678	1.57404	-97.6286	4999.49	9.39546	4989.5	0.626753	0.0072518	1.023	52.2025	0.236497	47
7500	-163.223	1.65612	-128.208	4999.15	9.36552	4975.18	-119.615	1.4916	-87.539	4999.07	9.39271	4974	0.634807	0.00761625	0.8755	52.4275	0.23476	47.5
8000	-151.613	1.583	-119.11	4999.69	9.38566	4975.37	-109.205	1.41054	-81.8911	5000.21	9.40527	4973.5	0.6268	0.00726785	0.8135	52.675	0.231452	47.5
8500	-142.447	1.5181	-104.769	5000.63	9.39487	4969.6	-100.75	1.34562	-72.5748	5001.08	9.41606	4967.5	0.63691	0.00832882	0.9045	52.85	0.230682	47.5
9000	-134.19	1.51551	-90.7174	5001.38	9.40124	4966.03	-92.8546	1.27789	-65.1739	5002.52	9.41525	4968.5	0.630193	0.00749317	0.9075	53.015	0.23213	47.5
