#gen	avgfit_mean	avgfit_sd	avgfit_med	avgbits_mean	avgbits_sd	avgbits_med	fit_mean	fit_sd	fit_med	bits_mean	bits_sd	bits_med	cpu_mean	cpu_sd	cpu_med	genes_mean	genes_sd	genes_med
0	-3060.3	106.378	-3009.8	5000	0	5000	-1918.27	75.3889	-1964.87	5000	0	5000	0	0	0	49.64	0.228625	51
500	-988.331	24.0215	-959.968	4989.49	6.5558	4997.82	-657.748	9.70132	-654.535	4983.15	11.0728	4999.5	0.88647	0.0118103	1.036	49.2625	0.260198	52.5
1000	-597.18	4.81387	-625.742	4972.78	15.9456	5002.01	-484.162	3.75868	-503.162	4971.61	15.9976	5002.5	0.86312	0.0112746	0.7735	49.235	0.278601	50.5
1500	-488.732	3.49629	-500.95	4973.01	15.9457	5009.33	-408.22	3.09367	-422.038	4973.24	15.9785	5001.5	0.868982	0.0117276	1.067	49.4775	0.274818	50.5
2000	-423.8	3.04859	-438.376	4973.86	15.9527	5004.57	-354.473	2.78118	-358.368	4974.76	15.9822	5003.5	0.873353	0.0121519	0.903	49.7125	0.277497	51.5
2500	-375.218	2.7228	-391.127	4973.87	15.9122	5002.77	-313.229	2.62613	-338.203	4974.13	15.9129	5001	0.861677	0.0118193	0.8525	49.9325	0.272866	52
3000	-338.094	2.53877	-355.277	4974.15	15.921	5002.42	-280.486	2.43257	-300.571	4970.82	16.2282	5007	0.861683	0.0114041	0.954	50.2575	0.271938	53
3500	-306.786	2.43127	-322.21	4973.88	15.9481	5005.02	-251.182	2.31875	-246.778	4974.85	15.9577	5006.5	0.863127	0.0120667	0.7675	50.5975	0.270178	53
4000	-278.681	2.30831	-282.002	4974.62	15.9445	5005.48	-226.723	2.19746	-226.555	4975.69	15.9733	5008	0.866675	0.0119758	0.899	50.9025	0.269167	53.5
4500	-256.025	2.20473	-264.778	4975.24	15.9493	5007.01	-205.279	2.03741	-208.262	4976.22	15.9603	5005.5	0.865635	0.0116725	0.8815	51.2375	0.269275	53.5
5000	-234.406	2.10002	-235.78	4976.16	15.9643	5004.7	-186.473	1.9655	-186.669	4976.06	15.9676	5004	0.861415	0.0114288	0.9725	51.495	0.267214	54
5500	-217.614	1.98064	-210.196	4978.28	15.987	5008.49	-169.732	1.87141	-170.352	4979.22	16.0083	5021.5	0.854665	0.0115648	0.9505	51.8	0.265709	54.5
6000	-200.678	1.88019	-196.905	4979.24	16.0087	5022.17	-154.658	1.81228	-151.211	4979.75	16.0296	5022.5	0.867082	0.0114678	0.946	52.1525	0.265777	55.5
6500	-186.67	1.88026	-167.245	4979.35	16.0115	5025.52	-141.149	1.71119	-122.564	4979.94	15.9901	5024	0.86983	0.011711	0.8525	52.4125	0.261154	56
7000	-174.147	1.74035	-170.802	4979.64	15.9892	5024.65	-129.427	1.6416	-112.464	4979.75	15.9964	5026	0.865565	0.0120264	0.9885	52.5625	0.262154	56.5
7500	-161.959	1.69132	-140.549	4980.46	15.9946	5025.53	-118.804	1.56502	-103.573	4981.51	16.0067	5024.5	0.857525	0.0116815	1.0375	52.79	0.263535	56.5
8000	-151.783	1.63369	-139.589	4981.36	16.0054	5023.07	-108.38	1.48437	-96.2912	4981.06	16.0274	5007.5	0.864335	0.0115007	0.925	52.9625	0.262393	56
8500	-141.621	1.5484	-125.23	4981.41	16.0152	5007.6	-99.9264	1.43209	-88.3404	4982.22	16.0338	5007.5	0.874895	0.0116508	0.896	53.1075	0.261938	57
9000	-133.76	1.48606	-120.671	4982.11	16.0267	5006.25	-92.1586	1.37545	-83.8206	4982.62	16.0309	5007.5	0.868445	0.0122945	0.977	53.2425	0.264522	57
9500	-126	1.48875	-116.705	4982.95	16.0562	5005.47	-84.9238	1.31081	-76.783	4983.69	16.0898	5007	0.872045	0.012357	0.949	53.4675	0.26561	57
10000	-119.05	1.3625	-114.595	4983.85	16.0927	5002.9	-78.2207	1.2683	-70.2268	4984.19	16.1152	5006	0.866802	0.0119368	0.8815	53.5325	0.264215	56.5
10500	-112.282	1.35277	-110.437	4984.08	16.1171	5003.73	-72.6769	1.23656	-65.8682	4984.24	16.1248	4996	0.861258	0.0117958	0.8855	53.7275	0.266361	56.5
11000	-105.754	1.29958	-102.943	4984.2	16.1264	4997.16	-67.3001	1.19031	-60.8426	4984.17	16.1283	5003	0.865818	0.0112535	0.849	53.8675	0.265803	56.5
11500	-101.691	1.27374	-88.6736	4984.73	16.1244	5001.68	-62.4507	1.1464	-55.2072	4984.9	16.1392	4998	0.867832	0.0118377	0.964	53.9975	0.265178	56.5
12000	-96.9247	1.21915	-83.1093	4984.53	16.1262	5001.59	-58.2425	1.08497	-52.8143	4985.38	16.1286	5004	0.86632	0.0119575	0.9355	54.105	0.263788	56.5
12500	-92.8699	1.19652	-79.2714	4984.95	16.1291	5000.96	-54.2391	1.04569	-48.8816	4985.81	16.1554	4999	0.864428	0.0121872	0.8025	54.335	0.265345	56.5
13000	-89.3665	1.13052	-84.7693	4985.25	16.1418	5002.59	-50.5601	0.990655	-45.9627	4986.03	16.145	5002.5	0.87037	0.0119365	0.808	54.445	0.264774	56.5
13500	-85.0671	1.07536	-87.7361	4985.44	16.1429	5001.62	-47.1596	0.939487	-43.5809	4985.97	16.1695	5003	0.86655	0.0121238	0.713	54.555	0.265459	56.5
14000	-81.005	1.02543	-70.274	4985.69	16.1566	5000.93	-44.177	0.908598	-42.655	4985.52	16.1687	4996.5	0.86969	0.0119704	0.7485	54.7075	0.265789	56.5
14500	-79.3481	1.00233	-82.5962	4985.66	16.1761	4998.79	-41.4856	0.886216	-40.7965	4985.72	16.1992	4996	0.870113	0.012045	0.692	54.865	0.265175	56.5
15000	-75.1467	0.998057	-74.1415	4985.78	16.1906	4998.2	-38.9253	0.833157	-39.2256	4986.37	16.1873	4999	0.861937	0.011494	0.681	54.9925	0.264847	57
15500	-73.3716	0.934871	-73.9258	4985.77	16.1789	4999.67	-36.5742	0.810848	-35.81	4986	16.1032	5003	0.865468	0.0118303	0.706	55.0375	0.26432	57.5
16000	-70.9629	0.930708	-64.5242	4986.19	16.093	5003.68	-34.3635	0.777724	-34.4457	4986.68	16.1105	5001.5	0.87713	0.0124126	0.7645	55.1025	0.26335	57.5
16500	-68.4183	0.898775	-73.0513	4986.63	16.1027	5003.43	-32.3503	0.741409	-32.7269	4986.99	16.1014	5005.5	0.869145	0.0121675	0.731	55.155	0.264651	57.5
17000	-66.037	0.848786	-61.9616	4987.08	16.1056	5005.24	-30.5062	0.710969	-31.9394	4987.44	16.1232	5005	0.859415	0.0117222	0.7405	55.2675	0.262774	57
17500	-64.6506	0.826866	-58.9881	4987.01	16.1138	5005.47	-28.7318	0.663196	-30.3283	4987.15	16.106	5004.5	0.863797	0.0117527	0.6705	55.36	0.262174	57
18000	-63.2931	0.803799	-74.0256	4986.98	16.1088	5006.68	-27.2733	0.616407	-28.0704	4987.31	16.1172	5004.5	0.864137	0.0117234	0.613	55.41	0.261607	57.5
18500	-61.2807	0.737053	-58.0582	4986.78	16.117	5003.15	-25.8397	0.581194	-26.5064	4986.98	16.1163	5004.5	0.86754	0.0119002	0.868	55.4475	0.260553	58
19000	-60.6229	0.759459	-60.6663	4986.74	16.1202	5002.17	-24.5992	0.569916	-24.6456	4986.84	16.1111	4998	0.872327	0.0117496	0.7145	55.495	0.259988	57.5
19500	-58.8245	0.714007	-63.2483	4987.12	16.125	4999.84	-23.4097	0.552688	-23.5154	4987.76	16.1314	4998	0.867603	0.0122948	0.619	55.5825	0.259111	57
20000	-57.118	0.723241	-55.1734	4987.67	16.1329	4999.25	-22.3821	0.538143	-22.6215	4987.2	16.1627	4995.5	0.867932	0.0118946	0.6335	55.62	0.260978	57
