#gen	avgfit_mean	avgfit_sd	avgfit_med	avgbits_mean	avgbits_sd	avgbits_med	fit_mean	fit_sd	fit_med	bits_mean	bits_sd	bits_med	cpu_mean	cpu_sd	cpu_med	genes_mean	genes_sd	genes_med
0	-3104.49	11.0111	-3104.23	5000	0	5000	-735.156	4.91602	-738.103	5000	0	5000	0	0	0	48.4228	0.237661	48
500	-1170.13	8.9173	-1191.68	4949.87	5.92774	4971.15	-527.226	3.00384	-529.436	4948.51	15.1393	5000	45.3881	0.514861	48.178	47.9063	0.282992	48
1000	-691.577	9.90686	-640.952	4934.89	11.5542	4995.81	-435.956	2.62064	-436.086	4938.6	14.5368	4999	19.3378	0.585606	18.418	47.4	0.272998	48
1500	-486.059	5.92612	-460.352	4937.98	13.4636	4999.03	-372.882	2.48009	-368.432	4942.39	14.9356	4999	6.62773	0.353102	3.454	47.8456	0.273924	48
2000	-394.875	3.18254	-389.002	4934.71	14.2268	4998.65	-324.688	2.38849	-322.183	4936.61	14.3713	4999	3.26556	0.115554	3.001	47.9975	0.272954	48
2500	-340.928	2.5776	-337.561	4934.19	14.3202	4998.99	-285.032	2.26447	-282.974	4933.08	14.3328	4998	2.78879	0.0598554	2.952	48.319	0.264158	48
3000	-301.768	2.32724	-299.81	4935.72	14.2519	4999.41	-253.723	2.20827	-253.489	4939.01	14.2187	4999	2.70972	0.0346723	2.948	48.8177	0.259013	49
3500	-270.751	2.25846	-268.897	4938.37	14.1862	4999.3	-227.59	2.13634	-226.06	4939.1	14.2485	4999	2.69691	0.0287933	2.945	49.0937	0.260036	49
4000	-246.322	2.16519	-244.965	4939.76	14.1793	4998.78	-205.686	2.06854	-204.851	4940.23	14.1961	4999	2.6958	0.0291814	2.961	49.5823	0.256009	50
4500	-223.828	2.10964	-223.583	4940.05	14.1733	4999.15	-185.592	2.0157	-185.262	4939.92	14.1496	4998	2.68104	0.0289889	2.935	49.9595	0.253579	50
5000	-204.871	2.07824	-204.6	4940.35	14.1804	4999.08	-167.927	1.94269	-165.313	4940.48	14.2027	4999	2.68806	0.0291807	2.956	50.2228	0.253364	50
5500	-188.28	1.97716	-185.549	4941.2	14.1775	4999.5	-153.662	1.84344	-151.95	4941.67	14.2166	4999	2.68562	0.0291084	2.945	50.5544	0.24934	51
6000	-174.859	1.87077	-173.375	4942.08	14.1972	4998.98	-140.347	1.75299	-137.453	4942.44	14.2153	4999	2.68397	0.0291099	2.943	50.8152	0.246384	51
6500	-162.88	1.79279	-160.743	4942.14	14.2082	4999.09	-129.224	1.70281	-126.185	4941.9	14.2282	5000	2.68236	0.0290663	2.937	51.0861	0.245018	51
7000	-151.05	1.76798	-150.065	4942.76	14.2011	4999.41	-119.037	1.62387	-117.533	4943.04	14.199	4998	2.67639	0.0287922	2.935	51.2962	0.241575	51
7500	-141.668	1.69249	-139.159	4942.82	14.1913	4999.1	-110.021	1.52383	-108.288	4943.17	14.2026	5000	2.6673	0.0291214	2.919	51.5494	0.23935	52
