#gen	avgfit_mean	avgfit_sd	avgfit_med	avgbits_mean	avgbits_sd	avgbits_med	fit_mean	fit_sd	fit_med	bits_mean	bits_sd	bits_med	cpu_mean	cpu_sd	cpu_med	genes_mean	genes_sd	genes_med
0	-3116.36	103.741	-1982.91	5000	0	5000	-1955.05	70.616	-1410.28	5000	0	5000	0	0	0	49.83	0.238737	42
500	-1017.91	23.812	-912.634	4992.51	5.2997	5032.35	-659.697	8.9055	-608.951	4991.37	5.78813	5058.5	3.52043	0.0432691	4.284	49.2775	0.241006	41.5
1000	-606.668	5.41928	-609.234	4992.04	3.57459	5041.59	-487.574	3.83801	-510.076	4997.03	2.39944	5058	3.35933	0.0388785	3.957	49.365	0.239736	43
1500	-483.081	3.87615	-524.913	4994.3	2.58926	5008.39	-406.649	3.2243	-439.463	4998.49	3.04416	5005	3.36783	0.0394699	4.062	49.4125	0.229128	42.5
2000	-406.452	3.21931	-455.834	4996.68	2.49998	5003.99	-351.013	2.87924	-403.567	4998.08	3.04622	5000.5	3.36193	0.0395273	3.8465	49.6225	0.229689	44.5
2500	-352.767	2.86353	-387.117	4998.12	3.06541	5001.49	-307.197	2.70514	-351.265	4998.09	3.15671	4998.5	3.36441	0.0402458	4.047	50.0125	0.225906	41.5
3000	-312.443	2.64041	-339.165	5000.95	4.24	4998.69	-273.048	2.5165	-298.796	5003.61	6.16167	4999	3.34956	0.0397672	3.828	50.35	0.229539	43.5
3500	-279.881	2.44759	-310.254	5004.63	6.18954	4999.68	-243.887	2.38706	-288.276	5005.33	6.21126	5000	3.36481	0.0407508	3.9205	50.71	0.222826	43
4000	-251.677	2.3883	-298.462	5005.41	6.22974	5002.66	-217.279	2.2831	-262.014	5005.84	6.25749	5001	3.36632	0.0399034	3.8895	51.12	0.221612	44
4500	-225.937	2.23251	-267.342	5006.94	6.2477	5001.97	-194.76	2.12884	-238.643	5006.45	6.2755	5001.5	3.3781	0.0407587	3.9025	51.485	0.218561	44.5
5000	-204.811	2.10957	-247.047	5007.2	6.30006	5003.09	-175.162	2.04013	-214.522	5007.38	6.33313	5001.5	3.38908	0.0401415	3.9155	51.775	0.22067	45
5500	-186.164	2.01159	-221.115	5007.71	6.3293	5003.4	-158.48	1.92627	-200.634	5008.08	6.32831	5005.5	3.39302	0.041202	3.8485	52.2	0.21816	45
6000	-170.211	1.93256	-206.317	5008	6.34994	5004.26	-143.341	1.81468	-176.383	5008.43	6.35481	5006	3.4011	0.0418563	3.9635	52.4375	0.217879	46
6500	-156.243	1.82642	-174.886	5008.05	6.34822	5005.3	-130.134	1.73497	-159.058	5008.49	6.36839	5003	3.38551	0.04118	4.045	52.7525	0.218282	46.5
7000	-143.067	1.72843	-164.636	5008.34	6.35639	5004.77	-118.349	1.62826	-146.033	5008.24	6.36611	5004	3.38421	0.0410287	3.9645	52.9325	0.216187	46.5
7500	-131.743	1.6055	-152.909	5008.98	6.36269	5006.99	-107.554	1.52429	-135.86	5008.88	6.36331	5010.5	3.40733	0.041669	3.8415	53.1875	0.214642	46.5
8000	-121.065	1.54943	-144.028	5009.05	6.3673	5009.46	-98.0309	1.43446	-123.727	5009.63	6.39824	5010.5	3.39155	0.0415746	4.0165	53.3925	0.216132	47.5
8500	-112.416	1.45904	-135.27	5010	6.38223	5010.12	-89.7943	1.34573	-112.847	5010.35	6.40931	5009.5	3.40232	0.0416118	4.1875	53.5575	0.212024	48
9000	-105.21	1.35408	-125.09	5011.09	6.40078	5010.98	-82.0387	1.2433	-100.917	5011.19	6.40557	5006	3.41231	0.0421004	4.093	53.785	0.209748	48.5
9500	-96.5986	1.31778	-107.375	5011.52	6.40499	5007.11	-75.3271	1.17059	-88.8228	5012.15	6.49334	5011.5	3.43643	0.0427459	4.021	53.98	0.209544	48
10000	-90.8377	1.22991	-106.812	5012.98	6.46423	5003.81	-69.2827	1.09538	-74.324	5013.38	6.49599	5010	3.4191	0.0418132	3.9105	54.1025	0.20878	49
10500	-85.0649	1.1141	-79.4787	5013.49	6.50349	4998.53	-63.6714	1.0109	-65.1048	5013.53	6.55001	4999.5	3.42762	0.0422485	3.9955	54.3275	0.206627	49
11000	-79.1802	1.04135	-74.887	5013.8	6.52247	4997.23	-58.6275	0.946304	-57.7322	5014.72	6.60923	4996	3.43466	0.0421092	4.078	54.485	0.206199	49
11500	-75.1827	1.04372	-70.7841	5014.29	6.53134	4995.46	-54.1587	0.896008	-51.8451	5014.74	6.57629	4992.5	3.45256	0.0427936	3.892	54.5825	0.206615	49
12000	-69.5131	0.931811	-64.6666	5015.25	6.58938	4994.52	-50.2439	0.836527	-46.2903	5015.4	6.63753	4993	3.44713	0.0428668	3.828	54.73	0.20594	49.5
12500	-66.7806	0.92026	-63.1364	5015.54	6.62133	4994.28	-46.5939	0.7891	-43.3608	5015.68	6.6383	4992	3.4358	0.042446	4.0885	54.845	0.206662	50
13000	-63.0557	0.87241	-62.4891	5015.6	6.63537	4993.23	-42.9567	0.730767	-39.2955	5015.46	6.66141	4987	3.42613	0.0422257	4.115	54.9825	0.204475	50.5
13500	-59.3776	0.846737	-62.0685	5015.58	6.6501	4992.5	-39.9604	0.688417	-37.2656	5015.42	6.6597	4997	3.44341	0.0427349	3.9805	55.105	0.202794	50.5
14000	-56.8596	0.809042	-58.5774	5015.66	6.66148	4997.87	-37.4215	0.65353	-35.672	5016.17	6.6865	4989	3.44668	0.0433498	4.0445	55.2125	0.203339	50.5
14500	-54.4849	0.755893	-55.2864	5016.04	6.66023	4988.45	-34.9265	0.617685	-33.3003	5016.26	6.66851	4987.5	3.48319	0.0439796	3.967	55.2975	0.204149	50.5
15000	-51.7313	0.724957	-50.7599	5016.41	6.65168	4988.53	-32.6756	0.587699	-30.584	5016.64	6.66882	4989.5	3.47945	0.0433273	3.898	55.3725	0.203932	50.5
15500	-49.9125	0.711478	-40.9164	5016.94	6.65752	4988.35	-30.6483	0.558649	-26.5145	5017.1	6.67034	4988	3.4613	0.0438059	4.307	55.495	0.20317	50.5
16000	-47.0433	0.647562	-39.8221	5016.91	6.66948	4987.18	-28.826	0.527509	-24.8732	5016.9	6.692	4987	3.48194	0.0432993	4.0515	55.6125	0.202103	51
16500	-45.6467	0.606735	-36.6577	5017.3	6.68243	4986.77	-27.1794	0.497547	-22.1248	5017.72	6.69725	4985.5	3.46706	0.043945	4.2545	55.685	0.202093	50
17000	-44.4573	0.631715	-38.4752	5017.57	6.69798	4985.94	-25.6961	0.47313	-21.1104	5018.51	6.73005	4985.5	3.4772	0.0439861	4.142	55.825	0.200871	51
17500	-42.6153	0.602353	-42.0571	5018.13	6.68965	4986.25	-24.4031	0.457501	-20.473	5018.09	6.66186	4993	3.471	0.044699	4.0595	55.88	0.200223	51
18000	-41.2771	0.617784	-32.4652	5018.57	6.68737	4986.65	-23.1468	0.43457	-19.1187	5019.4	6.70697	4988	3.47433	0.0443804	4.145	55.95	0.20036	51
18500	-39.9435	0.584436	-36.2757	5019.77	6.71096	4987.28	-21.965	0.417579	-18.1996	5019.35	6.69104	4984	3.48935	0.0445765	4.1875	56.035	0.202235	50.5
19000	-38.6064	0.554732	-27.7462	5020.1	6.71152	4986.56	-20.9166	0.393865	-17.4337	5019.91	6.7118	4984	3.49304	0.0435892	3.974	56.1175	0.202111	51
19500	-37.7902	0.55587	-26.363	5020.37	6.72405	4986.32	-19.8722	0.373534	-16.9555	5020.55	6.76575	4984	3.48497	0.0439162	4.1745	56.12	0.201844	51
20000	-36.6022	0.476456	-43.0057	5020.44	6.7161	4986.58	-18.9699	0.362327	-16.1874	5020.6	6.71358	4980.5	3.48296	0.0431766	3.9145	56.19	0.202577	51
