#gen	avgfit_mean	avgfit_sd	avgfit_med	avgbits_mean	avgbits_sd	avgbits_med	fit_mean	fit_sd	fit_med	bits_mean	bits_sd	bits_med	cpu_mean	cpu_sd	cpu_med	genes_mean	genes_sd	genes_med
0	-2963.99	92.5224	-2316.38	5000	0	5000	-1828.88	61.749	-1509.08	5000	0	5000	0	0	0	49.535	0.228286	50
500	-971.793	18.6331	-842.064	4999.62	0.400443	5000.56	-649.381	8.08009	-644.883	5000.16	0.657219	4999.5	2.01944	0.0187342	2.24	49.215	0.23058	51.5
1000	-603.234	5.30844	-589.19	4996.98	1.83718	5001.7	-484.116	4.0454	-468.892	4995.3	2.62025	5003.5	2.03185	0.0192385	2.3585	49.1325	0.229142	52.5
1500	-481.426	3.73719	-468.376	4995.25	2.51512	5003.73	-403.434	3.24997	-375.608	4996.32	3.79398	5003	2.04551	0.0209936	2.0475	49.2875	0.228786	51.5
2000	-408.644	3.19378	-365.536	4997.02	2.83995	5001.93	-347.35	2.99585	-304.742	4997.73	3.094	5001	2.03409	0.0190401	2.175	49.6775	0.219583	53.5
2500	-355.2	2.96108	-326.589	4997.45	2.98594	5003.93	-303.579	2.76476	-258.865	4997.16	3.03791	5001.5	2.03631	0.0188516	2.2345	50.06	0.219856	52.5
3000	-313.471	2.8019	-272.165	4997.53	3.04017	5008.55	-267.039	2.61419	-237.241	4997.66	3.08522	5009.5	2.03386	0.0188959	2.371	50.3425	0.218162	52.5
3500	-278.346	2.60535	-252.353	4997.81	3.10158	5001.7	-236.992	2.41482	-218.941	4996.85	3.15137	5005.5	2.03017	0.0188132	2.074	50.7675	0.214648	53.5
4000	-250.156	2.4094	-238.395	4998.1	3.10919	5005.08	-211.024	2.22357	-209.043	4997.87	3.12896	5005	2.03907	0.0193426	2.0445	51.1175	0.211947	53.5
4500	-223.986	2.17953	-224.163	4998.82	3.16239	5004.47	-188.472	2.06997	-190.455	5000.27	3.34493	5005.5	2.03898	0.0194162	2.096	51.545	0.212651	52.5
5000	-204.143	2.07065	-224.854	5000.3	3.27103	5000.31	-169.171	1.96274	-176.995	5000.72	3.35834	5001.5	2.04218	0.0190667	2.257	51.745	0.208978	53
5500	-185.118	1.95	-198.229	5000.91	3.36877	5002.87	-152.584	1.85276	-156.771	5001.06	3.46848	4991.5	2.03897	0.018905	2.2055	52.0525	0.206927	54
6000	-169.173	1.86331	-189.337	5001.65	3.45823	5007.17	-137.84	1.76965	-145.667	5002.38	3.54381	5016	2.04624	0.019406	2.187	52.3	0.20486	55
6500	-156.357	1.82407	-172.263	5001.9	3.51912	5012.33	-124.813	1.68982	-136.983	5002.27	3.58992	5014.5	2.03697	0.0187277	2.1625	52.5375	0.204729	55
7000	-142.093	1.71003	-160.445	5003.52	3.55953	5012.31	-113.343	1.60216	-128.634	5003.8	3.66632	5016	2.04772	0.0194391	2.008	52.745	0.205623	55
7500	-131.086	1.58472	-153.818	5004.25	3.63943	5012.57	-102.996	1.49774	-119.547	5005.16	3.70347	5013.5	2.03998	0.0189901	2.132	52.98	0.204459	55
8000	-120.949	1.54458	-147.468	5004.99	3.69356	5014.59	-93.4829	1.4179	-114.807	5005.85	3.70237	5018	2.0368	0.0192452	2.063	53.255	0.205287	55.5
8500	-111.873	1.4636	-127.451	5005.89	3.70429	5032.9	-84.8123	1.33424	-103.969	5006.06	3.72866	5017.5	2.04251	0.0190151	2.116	53.4075	0.206118	55.5
9000	-103.947	1.36895	-121.781	5006.27	3.73088	5036.29	-77.246	1.2482	-98.6251	5006.31	3.78727	5056	2.05365	0.0190218	2.3025	53.57	0.204155	55.5
9500	-96.8969	1.28443	-124.13	5006.66	3.75023	5055.27	-70.502	1.15527	-94.486	5006.72	3.72416	5064.5	2.02447	0.0193936	2.3065	53.7925	0.203074	55.5
10000	-90.276	1.20691	-123.09	5006.63	3.74976	5061.93	-65.0167	1.08237	-86.8317	5006.96	3.79213	5062.5	2.03039	0.0190095	2.233	54.03	0.204854	56.5
10500	-84.9132	1.13815	-118.125	5006.64	3.75361	5062.03	-59.6718	0.986857	-83.8573	5006.84	3.80006	5063.5	2.0455	0.0192643	2.28	54.16	0.202115	56
11000	-79.922	1.06565	-118.431	5007.14	3.79667	5058.97	-54.6713	0.918774	-78.0474	5007.65	3.84033	5060.5	2.0385	0.0195921	2.1535	54.255	0.201747	56
11500	-74.1739	1.00619	-105.584	5007.75	3.83565	5053.38	-50.4012	0.862376	-71.8906	5007.47	3.86694	5054	2.02475	0.0191514	2.219	54.4475	0.202133	57
12000	-70.3665	0.960749	-103.256	5008.1	3.86419	5054.56	-46.5102	0.810697	-67.8535	5008.88	3.8987	5060.5	2.05249	0.0192974	2.2245	54.545	0.202509	56.5
12500	-67.4354	0.848675	-89.1366	5008.5	3.88626	5056.16	-43.1999	0.759271	-65.1777	5008.83	3.92001	5051.5	2.0378	0.0191412	2.2655	54.6075	0.20183	56.5
13000	-63.4623	0.844682	-93.2144	5008.76	3.91272	5056.07	-40.063	0.701109	-61.2156	5009.64	3.96563	5052	2.0416	0.0192958	2.195	54.7325	0.202868	56.5
13500	-60.1579	0.817846	-86.7758	5008.84	3.93967	5052.01	-37.3172	0.664016	-58.0732	5008.85	3.9631	5051	2.03183	0.0186417	2.3355	54.8075	0.201127	56
14000	-58.3266	0.816769	-93.9218	5009	3.95246	5050.3	-34.8964	0.622508	-55.2186	5009.23	4.01542	5048	2.04882	0.0193759	2.1835	54.9175	0.200192	56
14500	-54.5163	0.746907	-76.07	5009.38	3.97606	5050.48	-32.652	0.580902	-51.4994	5009.59	4.02661	5051.5	2.06086	0.0230069	2.2	55.02	0.198677	55.5
15000	-53.5307	0.715365	-70.2453	5009.28	3.96624	5048.78	-30.5583	0.5501	-49.7358	5009.55	4.02426	5041	2.04891	0.0216779	2.189	55.1275	0.196755	55
15500	-51.0771	0.672603	-69.9621	5009.83	3.99495	5050.73	-28.7786	0.521249	-46.5432	5010.6	3.99171	5049.5	2.03768	0.0194439	2.2	55.1725	0.196828	55.5
16000	-49.6745	0.682414	-64.2868	5010.63	4.02269	5049.01	-27.1298	0.495316	-43.03	5010.96	4.03991	5049	2.04117	0.0190266	2.2825	55.2325	0.198985	55.5
16500	-47.8295	0.634176	-68.2309	5010.55	4.02296	5049.78	-25.6139	0.474632	-42.2436	5010.88	4.08804	5048.5	2.0461	0.0191296	2.2025	55.33	0.19704	55.5
17000	-46.0298	0.600719	-68.793	5010.88	4.03761	5049.35	-24.1825	0.454576	-40.939	5010.84	4.05866	5049	2.04714	0.0192179	2.4535	55.405	0.196466	56
