#gen	avgfit_mean	avgfit_sd	avgfit_med	avgbits_mean	avgbits_sd	avgbits_med	fit_mean	fit_sd	fit_med	bits_mean	bits_sd	bits_med	cpu_mean	cpu_sd	cpu_med	genes_mean	genes_sd	genes_med
0	-2933.52	97.2958	-4541.89	5000	0	5000	-1813.5	63.3185	-3084.95	5000	0	5000	0	0	0	49.1925	0.228789	45.5
500	-951.936	17.9275	-1009.48	4990.76	6.13169	4996.92	-639.389	7.55247	-637.792	4983.76	10.9859	4999	2.73541	0.0296745	3.2495	48.6925	0.248115	46.5
1000	-594.944	5.09247	-662.85	4983.04	11.0301	4994.4	-479.477	3.68333	-526.299	4984.2	11.1932	4998	2.63606	0.0292063	3.1035	48.73	0.255379	46
1500	-476.743	3.58284	-488.78	4982.78	11.1394	4997.59	-401.773	3.0371	-419.154	4982.27	11.5017	4997.5	2.63186	0.0292638	3.2205	48.86	0.254756	47
2000	-406.912	3.01627	-410.495	4981.36	11.2842	4997.3	-346.019	2.74806	-360.079	4980.15	11.5062	4995	2.63339	0.0294156	3.107	49.15	0.250551	46
2500	-352.718	2.7095	-367.259	4980.4	11.4984	4996.74	-302.756	2.56419	-305.925	4980.88	11.5087	4994	2.63159	0.0291552	2.9735	49.5075	0.244026	47
3000	-311.983	2.54098	-321.525	4981.29	11.5233	4997.74	-267.339	2.41327	-275.943	4980.57	11.5691	5009	2.60347	0.0290697	3.0135	49.97	0.246906	48
3500	-278.568	2.41936	-286.822	4982.02	11.5516	4997.38	-236.576	2.31426	-250.187	4982.66	11.5756	4994.5	2.62366	0.028975	3.0185	50.2325	0.240943	48.5
4000	-249.457	2.33625	-264.301	4983.05	11.5496	4999.65	-211.507	2.23066	-226.172	4983.2	11.537	4998	2.63831	0.0287675	3.238	50.6325	0.238586	48.5
4500	-224.955	2.22869	-239.454	4983.79	11.56	5002.32	-189.059	2.08074	-194.003	4986.92	11.8036	5014.5	2.61706	0.0287554	3.2005	51.0475	0.235509	48.5
5000	-203.608	2.07865	-217.186	4986.12	11.7346	5007.99	-168.663	1.9709	-172.541	4987.03	11.8168	5005	2.63188	0.0290684	3.099	51.42	0.2332	48
5500	-184.738	1.9645	-188.895	4988.29	11.8664	5007.24	-152.184	1.85032	-163.516	4988.7	11.9327	5008	2.63629	0.0294082	2.999	51.745	0.229825	48
6000	-168.834	1.85869	-172.031	4988.73	11.9132	5006.21	-137.579	1.73247	-147.052	4989.45	11.9201	5010	2.64269	0.0300063	3.1345	52.065	0.232782	48.5
6500	-154.996	1.76015	-164.55	4990.13	11.9414	5008.45	-124.585	1.65261	-131.684	4990.36	11.938	5009.5	2.64744	0.0302749	3.0555	52.34	0.229576	48.5
7000	-141.949	1.71267	-147.564	4990.62	11.9444	5009.36	-113.015	1.58616	-113.592	4991.27	11.9736	5009.5	2.6382	0.0297603	3.0885	52.5625	0.227612	49
7500	-130.795	1.63566	-140.118	4990.99	11.9567	5008.24	-102.462	1.49822	-106.592	4990.67	11.9652	5010	2.64734	0.0299694	3.0405	52.79	0.228326	49
8000	-120.95	1.5193	-124.998	4991.04	11.9687	5009.14	-92.9935	1.41885	-98.6434	4991.21	11.9701	5010.5	2.63424	0.0301239	2.9295	52.9825	0.228003	50.5
8500	-112.311	1.47129	-110.039	4991.48	11.9788	5011.75	-84.723	1.32082	-92.3745	4991.34	12.0141	5010	2.6399	0.0298696	2.8825	53.2025	0.226178	49.5
9000	-104.184	1.35012	-108.727	4991.48	11.9882	5009.19	-77.3561	1.23448	-83.467	4991.65	11.9937	5002	2.64925	0.0305642	3.1435	53.385	0.226374	50
9500	-96.5411	1.25689	-102.254	4991.51	11.9819	5008.47	-71.1452	1.15829	-78.2136	4991.67	11.9853	5010	2.65651	0.0305282	2.909	53.5025	0.226253	50.5
10000	-91.3976	1.25114	-94.5726	4992.02	11.9751	5012.38	-65.2557	1.10371	-72.0258	4991.85	11.9635	5011.5	2.662	0.0297317	2.916	53.6025	0.226831	50.5
10500	-85.6662	1.19435	-90.7603	4991.82	11.9473	5012.08	-60.0945	1.04373	-69.0123	4992.34	11.946	5013	2.64787	0.0302224	3.0605	53.81	0.226441	51
11000	-79.8794	1.14012	-89.9318	4992.09	11.948	5013.18	-55.1863	0.989557	-65.0308	4992.46	11.9546	5015	2.64367	0.0304074	3.054	53.9575	0.226617	51.5
11500	-75.5367	1.05271	-84.5609	4992.67	11.9582	5015.01	-50.685	0.918314	-60.4218	4993.84	11.9787	5016.5	2.64779	0.0299089	2.9465	54.1325	0.227082	52
12000	-70.837	0.993731	-77.5877	4992.7	11.9433	5014.83	-47.0485	0.86718	-58.4847	4992.12	11.9324	5014.5	2.65693	0.030233	2.9615	54.1875	0.225628	52
12500	-67.3273	0.948291	-82.0778	4993.04	11.936	5015.05	-43.5352	0.818163	-53.5417	4993.4	11.9556	5015	2.65633	0.0302907	2.9735	54.3475	0.226761	52.5
