#gen	avgfit_mean	avgfit_sd	avgfit_med	avgbits_mean	avgbits_sd	avgbits_med	fit_mean	fit_sd	fit_med	bits_mean	bits_sd	bits_med	cpu_mean	cpu_sd	cpu_med	genes_mean	genes_sd	genes_med
0	-3109.53	10.365	-3105.13	5000	0	5000	-737.101	5.65987	-729.458	5000	0	5000	0	0	0	48.5175	0.226057	48
500	-833.87	6.09109	-843.363	4070.47	46.6755	4207.01	-489.936	2.34893	-493.422	4071.18	76.5906	4472	3.07368	0.0255994	3.159	39.3425	0.7841	43
1000	-558.364	4.79792	-533.06	3836.04	67.3601	4040.09	-409.597	2.38722	-409.929	4025.35	75.3027	4220	2.68364	0.0551966	2.7825	39.0475	0.764976	41.5
1500	-442.889	3.22828	-437.416	3968.84	72.4921	4153	-354.984	2.50265	-357.3	4028.16	73.8171	4255	2.76933	0.0672393	2.7205	39.38	0.744059	41
2000	-376.907	2.62181	-378.369	3994.62	73.0339	4175.87	-312.972	2.54387	-311.606	4007.79	73.0846	4194.5	2.82256	0.0707629	2.8455	39.5975	0.738072	42
2500	-332.113	2.47841	-331.718	4009.69	72.9838	4192.23	-278.938	2.61258	-277.031	4007.66	73.3254	4203	2.842	0.0707623	2.789	40.075	0.738571	42
3000	-298.32	2.44865	-295.759	4011.6	73.0839	4202.02	-250.395	2.66334	-245.507	4015.12	73.0605	4202	2.84482	0.0710899	2.802	40.475	0.73969	42
3500	-270.477	2.51049	-267.913	4012.72	73.0308	4201.68	-226.117	2.67981	-221.427	4015.05	72.8817	4198.5	2.84858	0.0711632	2.793	40.82	0.736614	43
4000	-246.698	2.47242	-242.466	4015.82	72.8881	4200.29	-204.696	2.65417	-200.126	4015.55	72.8724	4202.5	2.82696	0.0705662	2.7835	41.22	0.736859	43
4500	-226.054	2.50381	-221.648	4016.49	72.8642	4201.98	-186.394	2.63784	-178.676	4017.4	72.8867	4203	2.85011	0.0712189	2.795	41.515	0.734625	44
5000	-208.263	2.45311	-201.355	4016.8	72.8577	4203.54	-169.802	2.57788	-162.135	4016.86	72.8462	4207	2.85187	0.0719143	2.764	41.75	0.737371	44
5500	-192.204	2.37698	-186.067	4016.99	72.8535	4205.52	-155.397	2.50047	-147.829	4017.04	72.7586	4210.5	2.87147	0.0730435	2.7915	42.045	0.737473	44
6000	-178.531	2.31876	-174.144	4017.11	72.7589	4208.98	-142.893	2.4432	-133.623	4018.01	72.7044	4208.5	2.8483	0.0720986	2.742	42.2675	0.736892	44
6500	-166.285	2.28498	-159.475	4017.98	72.7403	4208.97	-131.777	2.42327	-122.094	4018.77	72.7149	4210	2.8738	0.0732173	2.7825	42.5475	0.735414	44
7000	-156.065	2.27398	-148.698	4018.25	72.7311	4209.18	-121.012	2.39244	-110.981	4018.46	72.6842	4208	2.88165	0.0738831	2.7715	42.7525	0.737836	45
7500	-145.202	2.23834	-138.085	4018.64	72.7015	4210.06	-111.497	2.32783	-100.611	4018.11	72.6511	4208.5	2.88142	0.074369	2.795	42.9	0.739055	45
8000	-135.847	2.19835	-128.067	4018.97	72.6697	4208.02	-103.087	2.28137	-92.9432	4018.8	72.6672	4210	2.88168	0.0739554	2.7805	43.0575	0.737025	45
8500	-127.663	2.15893	-119.461	4019.79	72.6736	4209.3	-95.5759	2.22867	-84.3225	4020.81	72.7139	4204.5	2.89552	0.0739656	2.832	43.2725	0.735739	45
9000	-120.43	2.08073	-112.311	4020.43	72.693	4206.2	-88.7617	2.19057	-78.0796	4020.95	72.6852	4212	2.90682	0.0746264	2.797	43.375	0.736362	45
9500	-113.815	2.07235	-107.216	4021.36	72.6766	4210.66	-82.5798	2.13266	-72.6803	4021.52	72.6788	4212.5	2.9034	0.075394	2.8505	43.565	0.735862	46
10000	-107.915	2.01968	-102.016	4022	72.68	4210.66	-76.9774	2.08862	-66.7886	4022.24	72.6563	4209.5	2.92292	0.0760415	2.8705	43.7125	0.735477	46
10500	-101.743	2.00359	-94.4105	4022.78	72.6652	4211.97	-72.0266	2.06228	-63.232	4023.77	72.7082	4214	2.92414	0.075931	2.8165	43.8525	0.734848	46
11000	-97.9299	1.97628	-91.7186	4023.84	72.6869	4212.4	-67.7184	2.04319	-59.3508	4025.02	72.7023	4214	2.93525	0.0769527	2.8515	43.965	0.735416	46.5
11500	-93.2279	1.94959	-87.4969	4025.03	72.7078	4209.51	-63.6071	2.03269	-55.5139	4025.71	72.6849	4203.5	2.93517	0.0764044	2.862	44.105	0.734564	47
12000	-89.0223	1.92264	-82.7561	4026.02	72.6364	4209.83	-59.7561	1.99482	-51.4292	4025.95	72.6088	4214.5	2.93803	0.0759047	2.8865	44.2075	0.733395	47
12500	-86.0877	1.93556	-80.3891	4026.3	72.6109	4211.68	-56.4055	1.97712	-48.468	4026.47	72.594	4213	2.9582	0.0774133	2.9	44.345	0.733569	47
13000	-82.5885	1.89649	-76.8686	4026.59	72.5925	4212.75	-53.2656	1.95956	-44.6792	4027.11	72.6327	4211.5	2.95954	0.0787786	2.841	44.4925	0.734301	47
13500	-78.2549	1.88387	-71.1777	4027.11	72.619	4213.13	-50.2857	1.9285	-41.8007	4026.93	72.6001	4210	2.97005	0.0776648	2.876	44.5725	0.735477	47
14000	-75.675	1.87948	-70.0196	4027.53	72.6379	4211.76	-47.6806	1.90921	-39.3468	4028.11	72.7387	4212	2.98137	0.0784227	2.9175	44.6625	0.734503	47
14500	-73.2817	1.84526	-66.43	4028.23	72.6855	4209.24	-45.201	1.89412	-37.3729	4028.7	72.6345	4212	2.96442	0.0778878	2.815	44.7675	0.733718	47
15000	-71.3906	1.83448	-65.4429	4028.67	72.6892	4209.81	-42.9284	1.87752	-35.6456	4028.54	72.6881	4208	3.00618	0.0797276	2.898	44.83	0.733611	47
15500	-68.8131	1.81508	-64.1377	4028.81	72.7066	4209.16	-40.9257	1.86358	-33.4589	4029.18	72.7028	4209	2.98453	0.0786199	2.924	44.9875	0.733733	47
16000	-67.0665	1.80366	-60.7636	4028.44	72.7048	4209.49	-39.0952	1.8553	-31.9075	4028.68	72.7012	4208.5	2.99187	0.0789685	2.9115	45.0525	0.733959	47
16500	-65.046	1.79544	-59.3304	4028.69	72.7259	4207.57	-37.3137	1.8323	-30.2816	4028.91	72.7045	4205.5	3.00029	0.0801651	2.935	45.12	0.734174	47
17000	-63.5629	1.7833	-58.341	4028.94	72.7241	4208.82	-35.8575	1.82052	-28.707	4028.55	72.7342	4209.5	3.01413	0.0797296	2.9255	45.16	0.734385	47.5
17500	-62.5554	1.77	-57.0602	4029.17	72.7141	4208.24	-34.3496	1.80795	-27.4571	4029.47	72.7309	4210	2.98982	0.0790751	2.918	45.265	0.734906	48
