#gen	avgfit_mean	avgfit_sd	avgfit_med	avgbits_mean	avgbits_sd	avgbits_med	fit_mean	fit_sd	fit_med	bits_mean	bits_sd	bits_med	cpu_mean	cpu_sd	cpu_med	genes_mean	genes_sd	genes_med
0	-3112.47	10.1743	-3099.23	5000	0	5000	-742.435	5.14189	-749.74	5000	0	5000	0	0	0	48.34	0.230366	49
500	-846.531	7.06218	-852.218	3859.17	51.3828	4055.62	-498.267	2.48686	-502.848	3775.59	76.5211	3979.5	3.5158	0.0302153	3.5955	35.82	0.77758	37
1000	-539.658	4.87696	-514.84	3646.85	68.071	3767.93	-421.173	2.51159	-421.92	3839.69	70.6948	4093.5	2.99962	0.0696394	2.9955	36.66	0.725544	38
1500	-427.572	3.28933	-419.92	3801.87	69.5401	3988.11	-368.26	2.73235	-369.208	3859.76	71.4812	3995.5	3.18224	0.077023	3.2045	36.92	0.725586	38
2000	-366.809	2.83448	-366.612	3845.35	70.5235	4033.03	-327.655	2.85937	-327.856	3854.19	70.7215	4024.5	3.25717	0.0804858	3.288	37.285	0.721152	38
2500	-323.732	2.78158	-323.788	3850.25	70.6808	4004.38	-294.591	2.93445	-291.02	3859.83	71.4892	4001	3.26035	0.0813231	3.19	37.795	0.7265	39
3000	-293.115	2.85115	-290.471	3858.61	71.1113	4007.93	-266.744	2.97733	-265.122	3865.76	71.5424	4009.5	3.22992	0.0804105	3.1225	38.1425	0.729485	40
3500	-266.371	2.86738	-262.683	3861.92	71.4488	4007.06	-244.214	2.98794	-240.695	3867.34	71.4904	4010.5	3.25758	0.0831705	3.191	38.5175	0.727132	40
4000	-245.222	2.87784	-239.492	3863.04	71.4644	4008.05	-224.219	3.01	-216.603	3863.99	71.4768	4008	3.26787	0.0831281	3.1785	38.775	0.723295	40
4500	-226.312	2.88392	-218.116	3864.15	71.4562	4007.26	-206.274	3.04983	-198.317	3864.66	71.4506	4005	3.26786	0.0827335	3.191	39.1575	0.726318	40
5000	-209.593	2.96248	-200.649	3864.83	71.4745	4005.68	-190.292	3.07092	-183.711	3865.52	71.507	4004	3.27629	0.084065	3.203	39.35	0.726352	41
5500	-193.381	2.94783	-185.247	3865.49	71.462	4007.61	-175.318	3.06665	-167.481	3866.54	71.3932	4009.5	3.29368	0.083655	3.1565	39.6125	0.724901	41
6000	-180.193	2.97766	-172.954	3866.83	71.3639	4008.49	-162.703	3.04298	-154.528	3866.78	71.3932	4008	3.27376	0.0839476	3.1655	39.86	0.724284	42
6500	-167.724	2.93657	-159.424	3867.43	71.3593	4009.19	-150.595	3.01997	-141.779	3868.2	71.3085	4009.5	3.30681	0.0847193	3.272	40.12	0.72237	42
7000	-155.808	2.91891	-147.257	3868.33	71.3651	4009.69	-139.57	2.98337	-130.167	3868.26	71.3437	4009.5	3.3085	0.0843706	3.2335	40.365	0.723871	42
7500	-145.369	2.8969	-135.029	3868.76	71.3786	4009.93	-129.64	2.95356	-118.482	3869.24	71.3718	4011.5	3.30126	0.0853322	3.2705	40.5	0.723981	42
