#gen	avgfit_mean	avgfit_sd	avgfit_med	avgbits_mean	avgbits_sd	avgbits_med	fit_mean	fit_sd	fit_med	bits_mean	bits_sd	bits_med	cpu_mean	cpu_sd	cpu_med	genes_mean	genes_sd	genes_med
0	-3154.23	97.5959	-2523.64	5000	0	5000	-1985.5	66.3961	-1573.16	5000	0	5000	0	0	0	49.97	0.236644	50
500	-1010.78	20.9496	-906.297	4997.54	2.34439	5000.07	-657.13	8.63066	-625.578	4985.48	11.7796	5000	1.81459	0.00651649	1.812	49.2525	0.26262	49
1000	-607.356	5.43199	-596.525	4984.17	11.7825	5000.06	-483.049	3.96819	-479.064	4984.57	11.7877	5000	1.76919	0.00710381	1.777	49.2475	0.267548	50
1500	-483.748	3.70179	-481.585	4984.23	11.7821	4999.93	-400.12	3.18372	-400.458	4984.84	11.7965	5000	1.77674	0.00771414	1.789	49.4525	0.261611	50
2000	-410.044	3.06608	-410.697	4985.99	11.8126	5000.64	-342.617	2.78788	-343.811	4985.27	11.8199	5000	1.78345	0.00767234	1.7885	49.78	0.260285	50
2500	-357.231	2.7926	-356.781	4986.61	11.8171	5000.28	-300.19	2.65593	-298.925	4987.23	11.8237	5000.5	1.78024	0.00746618	1.786	50.1025	0.254887	50
3000	-315.43	2.61062	-315.694	4987.53	11.8191	5000.32	-264.331	2.47419	-263.656	4988.18	11.8242	5000.5	1.77098	0.00738935	1.7825	50.505	0.256005	51
3500	-281.492	2.44507	-279.631	4987.65	11.8219	5001.1	-234.013	2.28186	-233.908	4988.09	11.8195	5001	1.76497	0.00774991	1.772	50.8825	0.259886	51
4000	-253.635	2.29705	-253.256	4988.1	11.8641	5000.77	-209.069	2.16662	-208.168	4991.8	12.5867	5001	1.7797	0.00756026	1.776	51.295	0.254695	51
4500	-229.266	2.19831	-227.984	4989.94	12.257	5001.52	-187.25	2.06843	-187.276	4992.15	12.6	5001	1.77211	0.00786473	1.7835	51.6125	0.252766	52
5000	-208.231	2.11118	-207.129	4991.81	12.5883	5001.35	-168.101	1.96557	-166.718	4991.95	12.6059	5003	1.76791	0.00790984	1.774	51.92	0.255778	52
5500	-189.762	2.00161	-189.515	4992.35	12.6011	5001.56	-150.947	1.8473	-149.532	4992.04	12.6149	5002	1.7719	0.00815146	1.7745	52.1825	0.25583	52
6000	-171.77	1.8586	-169.661	4992.71	12.627	5003.34	-135.279	1.74431	-132.722	4993.71	12.6075	5003	1.77978	0.0077835	1.7805	52.4875	0.251984	53
6500	-158.517	1.80085	-157.058	4994.07	12.6427	5004.1	-121.965	1.66739	-119.135	4995.38	12.6342	5003	1.78165	0.0081833	1.782	52.77	0.252616	53
7000	-145.489	1.69742	-141.191	4994.47	12.6581	5003.3	-109.982	1.5969	-106.953	4995	12.6625	5003	1.76644	0.00768085	1.77	52.9975	0.251773	53
7500	-133.991	1.65953	-132.549	4994.89	12.6695	5002.03	-99.4854	1.521	-96.3235	4996.13	12.7068	5003	1.76018	0.00795175	1.7565	53.3025	0.250893	53
8000	-124.45	1.60425	-121.031	4996.01	12.6894	5002.23	-90.565	1.4508	-87.5963	4995.91	12.7056	5002	1.76846	0.00789718	1.77	53.4725	0.249055	54
8500	-115.479	1.4927	-113.196	4996.2	12.7068	5002.43	-82.3155	1.38361	-78.9143	4996.39	12.7161	5002	1.76837	0.00798724	1.7645	53.7275	0.248722	54
9000	-107.35	1.42963	-105.08	4996.83	12.714	5002.28	-75.2417	1.32127	-71.1204	4998.4	12.7758	5004	1.76547	0.00824897	1.7605	53.8775	0.253014	54
