#mutation_rate	indel_prob	indel_power	crossover_cross_rate	crossover_prob
#0.004	0.2	-2	0.02	0
#gen	avgfit_mean	avgfit_sd	avgfit_med	avgbits_mean	avgbits_sd	avgbits_med	fit_mean	fit_sd	fit_med	bits_mean	bits_sd	bits_med	cpu_mean	cpu_sd	cpu_med	genes_mean	genes_sd	genes_med
0		-2018.71	54.1318	-1767.73	3000	0	3000	-995.103	26.1379	-856.324	3000	0	3000	0	0	0	29.47	0.179592	29
1000		-481.497	3.27237	-499.234	2998.6	0.679165	2998.89	-316.618	2.90752	-300.552	2998.57	1.11855	3000	0.13176	0.000833933	0.1295	29.3625	0.184324	32
2000		-345.61	2.57315	-338.721	3000.13	1.18784	3006.39	-212.876	2.35848	-183.675	2999.34	1.666	3009.5	0.130997	0.000805328	0.128	30.0475	0.175078	28
3000		-274.624	2.24282	-280.912	3001.9	2.58889	3007.09	-155.227	1.92293	-130.729	3003.61	3.64648	3007.5	0.13095	0.000781711	0.132	30.6225	0.165472	28
4000		-233.573	2.0956	-213.66	3004.01	3.58449	3000.57	-120.586	1.60033	-110.373	3006.3	3.88115	3002.5	0.131148	0.000824698	0.131	30.9725	0.172056	28.5
5000		-206.634	1.97767	-204.998	3005.03	3.69311	2993.88	-96.4247	1.32252	-85.8543	3004.9	3.75706	3004	0.130702	0.00080887	0.13	31.1925	0.169921	30.5
6000		-186.422	1.70576	-171.791	3005.01	3.7628	3003.4	-79.1071	1.10434	-79.2617	3006.93	4.127	3002.5	0.13052	0.000823495	0.1365	31.405	0.162653	30.5
7000		-171.259	1.52454	-160.945	3005.61	3.98631	2996.18	-66.0944	0.919009	-59.6111	3004.08	3.93675	2988.5	0.13067	0.000825747	0.14	31.495	0.16551	29
8000		-161.639	1.52359	-165.085	3004.4	3.88217	2990.6	-56.2884	0.80563	-55.7156	3003.61	3.97994	2996	0.130068	0.00082803	0.1445	31.83	0.165025	30
9000		-151.915	1.41834	-144.981	3004.4	3.96266	2996.14	-48.9935	0.739094	-51.4897	3005.72	4.06689	2993.5	0.13021	0.000811302	0.1515	31.97	0.163484	30
10000		-146.904	1.48745	-137.543	3005.4	4.01383	3001.05	-43.1571	0.636224	-46.7783	3006.3	4.08738	2999	0.129545	0.000796126	0.145	32.0425	0.162034	31
