#gen	avgfit_mean	avgfit_sd	avgfit_med	avgbits_mean	avgbits_sd	avgbits_med	fit_mean	fit_sd	fit_med	bits_mean	bits_sd	bits_med	cpu_mean	cpu_sd	cpu_med	genes_mean	genes_sd	genes_med
0	-2969.97	102.731	-1930.93	5000	0	5000	-1873.34	72.0762	-1073.81	5000	0	5000	0	0	0	49.685	0.231784	56
500	-1001.03	23.9944	-726.657	4997.63	0.86222	4997.36	-679.181	11.2235	-558.671	4997.92	1.47844	5000	0.084905	0.000151773	0.0795	49.4825	0.241366	57.5
1000	-604.748	5.5626	-576.176	4997.76	0.896912	4996.51	-491.983	4.13993	-496.518	4998.21	1.31939	5008	0.084725	0.000159686	0.082	49.495	0.232724	54.5
1500	-496.056	3.38396	-521.835	4998.73	0.97229	5004.65	-415.003	2.95159	-420.937	4999.95	1.24344	5000.5	0.0849775	0.000157295	0.087	49.6125	0.237243	57
2000	-433.632	2.74759	-461.937	4999.68	1.34806	4999.29	-363.133	2.54958	-345.003	4999.59	1.67792	4987	0.08449	0.000163835	0.0785	49.7625	0.234366	56
2500	-389.538	2.48247	-382.989	4999.49	1.65095	4988.43	-324.542	2.38541	-313.532	4999.15	1.72135	4986	0.084765	0.000161173	0.0835	50.0075	0.22921	56.5
3000	-352.737	2.3485	-349.787	4999.6	1.70962	4985.88	-293.017	2.25518	-287.563	5000.68	1.94996	4987.5	0.0851175	0.000160854	0.084	50.22	0.224873	56.5
3500	-323.232	2.29683	-321.347	4999.78	1.86562	4982.64	-265.407	2.14804	-262.731	5000.37	2.02837	4983	0.0843625	0.000166047	0.084	50.565	0.220223	54
4000	-298.181	2.12805	-289.342	5000.32	1.99873	4983.69	-242.995	2.01676	-223.365	5001.33	2.23352	4984.5	0.084655	0.000160755	0.081	50.775	0.222564	55.5
4500	-276.409	2.07363	-271.83	5001.87	2.26161	4984.72	-222.615	1.90311	-199.002	5003.15	2.76223	4986.5	0.084765	0.000175503	0.081	51.095	0.219683	55.5
5000	-257.262	1.95668	-257.402	5003.72	2.7386	4985.44	-205.148	1.8622	-193.192	5004.87	3.25232	4988	0.084595	0.000181134	0.082	51.3375	0.216914	55.5
5500	-240.104	1.92436	-228.187	5004.73	3.18204	4986.91	-189.56	1.76994	-171.824	5006.23	3.32063	4985.5	0.084535	0.000192847	0.083	51.5725	0.215239	55.5
6000	-225.567	1.88563	-208.299	5005.5	3.25991	4985.49	-175.331	1.71441	-158.812	5005.22	3.32101	4986	0.0843325	0.000188131	0.0855	51.725	0.211418	55
6500	-211.204	1.76154	-211.772	5005.02	3.3181	4981.6	-162.003	1.65437	-143.728	5005.11	3.37977	4976	0.0844075	0.000184699	0.08	52.04	0.212388	55
7000	-198.354	1.75365	-181.017	5004.71	3.46723	4974.93	-150.114	1.55768	-133.867	5004.8	3.61038	4978	0.084325	0.000170429	0.082	52.2475	0.214197	55.5
7500	-187.24	1.68989	-196.126	5004.73	3.55995	4974.61	-139.367	1.49721	-125.144	5006.07	3.6518	4965	0.084165	0.000176699	0.0845	52.375	0.208824	54.5
8000	-177.159	1.59396	-166.394	5005.45	3.57537	4972.44	-129.355	1.43729	-119.543	5006.11	3.65881	4966	0.0841	0.000168957	0.0835	52.5075	0.213984	54.5
8500	-166.365	1.55958	-159.912	5006.07	3.62388	4973.15	-120.082	1.37245	-113.153	5007.02	3.69812	4972.5	0.084185	0.000160246	0.086	52.805	0.211582	55
9000	-158.198	1.52337	-157.159	5006.73	3.64604	4980.82	-112.136	1.31339	-105.092	5006.17	3.57775	4976	0.0841175	0.000171779	0.0825	52.8525	0.213608	55
