#mutation_rate	indel_prob	indel_power	crossover_cross_rate	crossover_prob
#0.01	0.2	-1.5	0.02	0.05
#gen	avgfit_mean	avgfit_sd	avgfit_med	avgbits_mean	avgbits_sd	avgbits_med	fit_mean	fit_sd	fit_med	bits_mean	bits_sd	bits_med	cpu_mean	cpu_sd	cpu_med	genes_mean	genes_sd	genes_med
0		-3748.37	483.428	-2892.09	20000	0	20000	-1201.38	151.005	-1145.99	20000	0	20000	0	0	0	62.625	1.64285	63.5
1000		-1213.63	24.9742	-1189.1	19792.6	135.589	19291.9	-602.579	13.4581	-585.247	19155.1	832.733	13328	3.50706	0.651631	3.2005	60.625	3.33901	41
2000		-1058.57	26.3302	-892.713	19206.4	582.76	15458.3	-549.707	13.2637	-522.515	18944	845.716	13327.5	6.93069	1.64894	8.688	54.8125	3.17834	40.5
3000		-981.363	27.6665	-834.39	18903.1	790.169	13743.5	-517.288	8.92257	-492.32	18948.6	844.291	13299.5	7.63438	1.57898	2.531	60	3.49404	39.5
4000		-965.589	31.6802	-769.269	18672.2	866.259	13290.5	-498.415	7.37598	-480.245	18637	888.494	13358.5	8.62569	2.42706	2.391	57.5	3.27236	41
5000		-925.358	32.8051	-725.578	18728.9	854.733	13295.9	-475.824	10.6489	-466.87	18641.2	888.576	13359	9.10206	1.63848	4.638	56.9375	3.03654	42.5
6000		-910.023	31.5421	-711.206	18666.3	851.342	13396.4	-463.715	10.1501	-459.827	18564.4	881.13	13353	9.31463	2.31679	3.7865	58.375	3.37993	41.5
7000		-864.158	32.3558	-722.118	17964.3	1039.34	13399.5	-454.977	9.39256	-426.838	17427.8	1407.36	13518.5	6.08463	1.19494	5.6155	54.9375	4.8205	42.5
8000		-833.886	37.6521	-700.521	17456.1	1402.6	13442.4	-444.401	9.05224	-417.54	17400.2	1404.89	13363.5	7.45106	1.99375	11.157	55.625	4.91924	42
9000		-837.034	38.5667	-765.402	17498.5	1417.35	13445.8	-439.339	8.46094	-417.196	17519.1	1419.28	13352.5	6.03581	1.47619	6.9095	56.0625	4.97198	41.5
10000		-823.202	38.8748	-706.676	17516.3	1408.97	13458	-431.457	9.00599	-415.858	17535.7	1405.91	13367	5.79831	1.2032	6.5695	56.375	5.01903	40
11000		-824.989	41.3613	-753.294	17521.1	1403.02	13502.9	-427.263	8.85429	-413.204	17433.2	1381.36	13294	5.41237	1.01983	9.109	56.5625	4.83216	41
12000		-816.105	39.9913	-731.269	17497.3	1399.9	13391.2	-419.611	9.85152	-408.481	17636.4	1426.91	13385	5.24769	1.02737	3.1035	56.4375	4.88533	41.5
