#gen	avgfit_mean	avgfit_sd	avgfit_med	avgbits_mean	avgbits_sd	avgbits_med	fit_mean	fit_sd	fit_med	bits_mean	bits_sd	bits_med	cpu_mean	cpu_sd	cpu_med	genes_mean	genes_sd	genes_med
0	-3122.17	9.99414	-3112.83	5000	0	5000	-747.584	5.13155	-744.336	5000	0	5000	0	0	0	48.82	0.225602	49
500	-708.46	4.75299	-707.953	4412.34	46.9374	4741.32	-495.172	2.62995	-498.189	4416.81	65.7891	4995	2.15984	0.0187319	2.203	42.5325	0.697999	45
1000	-496.258	3.20469	-493.356	4347.53	64.6816	4884.19	-410.55	2.52598	-413.743	4426.05	68.4734	4986.5	2.11608	0.039043	2.3185	42.74	0.716503	45
1500	-416.136	2.69616	-417.242	4398.54	67.3239	4976.85	-355.664	2.5788	-355.247	4418.01	68.8104	4986	2.14452	0.0442911	2.362	43.0525	0.717792	46
2000	-363.566	2.57967	-364.496	4418.51	68.1047	4985.06	-313.154	2.70396	-313.817	4419.26	68.4594	4984.5	2.15132	0.044269	2.3725	43.485	0.714151	46
2500	-324.788	2.54157	-324.117	4420.04	68.4569	4980.21	-278.178	2.68995	-274.521	4423	68.5073	4981	2.14524	0.0457514	2.2975	43.9025	0.714148	47
3000	-291.037	2.57927	-288.597	4426.51	68.5974	4979.2	-249.519	2.71637	-244.699	4433.48	69.2621	4978	2.14248	0.0457451	2.354	44.43	0.723314	47
3500	-263.878	2.55365	-260.06	4434.28	69.2554	4976.61	-224.121	2.71317	-219.838	4434.74	69.2564	4976	2.15718	0.0475351	2.3325	44.8625	0.721308	47
4000	-238.257	2.56925	-232.481	4436.7	69.2897	4976.66	-201.681	2.73075	-197.178	4436.12	69.2233	4974	2.13796	0.0461351	2.307	45.1725	0.718765	47.5
4500	-216.974	2.58817	-212.372	4436.78	69.1857	4976.42	-182.022	2.70155	-173.984	4437.02	69.183	4974.5	2.14535	0.0465236	2.3255	45.4725	0.711196	48
5000	-199.167	2.52704	-194.832	4438.06	69.156	4975.27	-165.325	2.65554	-158.993	4439.24	69.1395	4972	2.12741	0.0467233	2.2955	45.815	0.713503	48
5500	-182.131	2.4983	-177.227	4439.6	69.1508	4974.17	-150.047	2.59525	-142.727	4441.78	69.1918	4972.5	2.15409	0.0473289	2.3395	46.1	0.714257	48
6000	-168.265	2.4136	-162.291	4440.64	69.1441	4973.86	-137.212	2.52666	-128.226	4440.22	69.111	4973.5	2.16452	0.0481974	2.3465	46.385	0.712925	49
6500	-155.581	2.3674	-147.565	4441.29	69.135	4972.74	-124.421	2.45545	-114.093	4441.96	69.1469	4971	2.14298	0.0477238	2.303	46.645	0.712094	49
7000	-143.343	2.31987	-135.752	4441.89	69.126	4970.95	-113.534	2.3892	-104.361	4442.94	69.1754	4969.5	2.16584	0.0469724	2.36	46.895	0.711196	49
7500	-133.382	2.24742	-125.413	4443.45	69.1501	4969.32	-103.663	2.33031	-95.1024	4444.6	69.2006	4967.5	2.17234	0.0473986	2.3845	47.1375	0.712849	50
8000	-123.622	2.20889	-116.021	4444.05	69.1791	4965.84	-95.1252	2.30414	-86.2184	4444.88	69.1868	4964	2.1725	0.0478919	2.358	47.3325	0.712767	50
8500	-114.891	2.1755	-105.985	4445.56	69.1746	4967.5	-87.6257	2.26748	-78.313	4446.56	69.2123	4968	2.157	0.0473396	2.318	47.5425	0.71262	50
9000	-107.746	2.1052	-99.0824	4446.94	69.1738	4966.7	-80.5697	2.1844	-72.0806	4447.36	69.1165	4966	2.15558	0.047891	2.3105	47.745	0.710968	50
9500	-100.935	2.06301	-94.1164	4447.93	69.1355	4966.44	-74.5275	2.13995	-66.0418	4448.61	69.1094	4965.5	2.15154	0.0470735	2.2705	47.915	0.711995	50
10000	-95.3198	2.01533	-87.7769	4448.64	69.1185	4966.38	-69.0108	2.08989	-60.0713	4448.96	69.1373	4967.5	2.15637	0.0468887	2.3035	48.0475	0.70809	51
