#mutation_rate	indel_prob	indel_power	crossover_cross_rate	crossover_prob
#0.01	0.2	-1.5	0.02	0.03
#gen	avgfit_mean	avgfit_sd	avgbits_mean	avgbits_sd	fit_mean	fit_sd	bits_mean	bits_sd	cpu_mean	cpu_sd	genes_mean	genes_sd
41000		-446.004	8.39518	5175.7	92.4458	-48.7332	0.997146	5185.78	92.5999	0.57621	0.0131398	55.57	0.991889
42000		-447.981	8.12852	5178.05	92.4574	-47.9077	0.981888	5188.54	92.6	0.56965	0.0131179	55.64	1.00015
43000		-446.062	8.08319	5181.28	92.655	-47.3142	0.974868	5191.06	92.2998	0.56903	0.0128376	55.635	0.993349
44000		-451.199	8.1361	5182.53	92.5584	-46.747	0.964481	5196.26	92.3812	0.56582	0.0132882	55.705	0.991871
45000		-454.519	8.67599	5186.72	92.3831	-46.1802	0.954457	5200.52	92.3771	0.570985	0.0120147	55.8	0.992586
46000		-447.809	7.87015	5191.65	92.4302	-45.5673	0.947885	5203.39	92.3106	0.57058	0.0120318	55.81	0.989299
47000		-445.797	7.98654	5193.96	92.3573	-45.0337	0.94295	5202.72	92.3713	0.568255	0.0136493	55.825	0.987928
48000		-444.121	8.09019	5197.67	92.2212	-44.3628	0.936834	5207.33	92.1583	0.56492	0.0122004	55.875	0.985165
49000		-448.852	8.45575	5202.95	92.2784	-43.7691	0.930526	5208.77	92.4727	0.56464	0.0127196	55.955	0.986423
50000		-443.791	8.17941	5202.05	92.2631	-43.2071	0.924116	5213.5	92.4497	0.58444	0.0131825	56.045	0.986372
