#gen	avgfit_mean	avgfit_sd	avgfit_med	avgbits_mean	avgbits_sd	avgbits_med	fit_mean	fit_sd	fit_med	bits_mean	bits_sd	bits_med	cpu_mean	cpu_sd	cpu_med	genes_mean	genes_sd	genes_med
0	-3249.37	104.812	-2698.22	5000	0	5000	-1999.86	69.7327	-1607.45	5000	0	5000	0	0	0	49.865	0.226844	50
500	-1012.48	21.8833	-897.744	4995.19	2.2526	4999.98	-659.246	8.70917	-622.635	4979.56	10.0542	5000	1.50716	0.0105931	1.528	49.2975	0.253294	49
1000	-599.505	4.82063	-592.404	4987.85	7.09055	4999.97	-480.993	3.65835	-480.016	4992.21	6.88347	5000	1.53164	0.0109394	1.5675	49.4725	0.239199	50
1500	-484.983	3.39388	-481.93	4990.71	6.8804	4999.9	-401.591	3.00964	-399.29	4991.22	6.93006	5000	1.52214	0.0111204	1.5625	49.5775	0.24105	50
2000	-414.381	2.91643	-413.899	4991.21	6.91033	5000.28	-348.205	2.7307	-347.794	4990.63	6.92367	5000	1.51297	0.0106268	1.549	49.7925	0.231777	50
2500	-364.908	2.71802	-362.42	4991.13	6.93812	5000.31	-304.914	2.52281	-301.952	4991.04	6.97775	5000	1.50303	0.0106682	1.5415	50.17	0.235938	50
3000	-325.576	2.57244	-322.228	4991.27	6.94996	5000.43	-270.067	2.40617	-265.934	4992.19	7.08617	5000	1.51448	0.0108881	1.563	50.4975	0.234387	51
3500	-291.314	2.37666	-289.805	4992.04	7.05226	4999.91	-240.222	2.32026	-237.878	4991.59	7.07862	5000	1.50982	0.010409	1.541	50.78	0.232031	51
4000	-263.044	2.33698	-259.639	4992.5	7.06524	5000.38	-214.803	2.23354	-211.932	4993.1	7.10209	5000	1.50958	0.0108736	1.5525	51.1725	0.227814	52
4500	-239.308	2.2415	-235.982	4992.8	7.07015	5000.55	-192.733	2.12883	-188.782	4993.47	7.09195	5000	1.5047	0.0107549	1.551	51.4125	0.226543	52
5000	-217.696	2.09628	-215.906	4992.69	7.09573	4999.59	-173.639	2.02458	-170.463	4994.51	7.39176	4999	1.51197	0.0108937	1.5505	51.7075	0.227341	52
5500	-198.629	2.07766	-195.611	4993.88	7.24552	4999.97	-155.818	1.88374	-152.467	4994.81	7.31512	5000	1.5219	0.0117906	1.5615	52.0825	0.221556	52
6000	-181.987	1.92161	-179.126	4995.79	7.34104	5000.24	-140.698	1.77959	-136.283	4996.81	7.37496	5000	1.52619	0.0181062	1.544	52.205	0.217257	52
6500	-166.691	1.81579	-164.527	4997.43	7.42262	5000.12	-127.034	1.68362	-123.707	4997.93	7.46028	4999	1.52305	0.0118425	1.558	52.5575	0.214755	53
7000	-155.014	1.75989	-153.826	4998.33	7.4474	4999.67	-115.256	1.5928	-112.667	4998.85	7.48267	5000	1.51414	0.0109241	1.5535	52.8	0.218476	53
7500	-143.444	1.63263	-140.769	4999.16	7.49206	5000.7	-105.092	1.49486	-101.931	4999.77	7.52749	5000	1.517	0.0110117	1.5475	52.9425	0.216831	53
8000	-133.681	1.52422	-130.118	4999.83	7.52022	5000.92	-96.0761	1.39772	-92.3764	5000.36	7.53548	5001	1.50738	0.0110797	1.541	53.1525	0.214273	53
8500	-123.686	1.5056	-120.279	5000.58	7.52807	5001.84	-87.9401	1.32255	-84.4617	5001.17	7.53205	5000	1.51255	0.0108855	1.534	53.3925	0.213624	53
