#gen	avgfit_mean	avgfit_sd	avgfit_med	avgbits_mean	avgbits_sd	avgbits_med	fit_mean	fit_sd	fit_med	bits_mean	bits_sd	bits_med	cpu_mean	cpu_sd	cpu_med	genes_mean	genes_sd	genes_med
0	-3167.03	98.5007	-2544.25	5000	0	5000	-1932.8	65.3338	-1511.45	5000	0	5000	0	0	0	49.8275	0.234241	50
500	-1032.34	25.2176	-881.575	4995.72	4.09528	4999.99	-700.345	11.6577	-646.648	4995.14	4.69903	5000	3.58688	0.0144429	3.565	49.48	0.238493	50
1000	-624.743	7.13414	-606.123	4994.86	4.76514	4999.98	-525.759	4.91788	-514.242	4994.79	4.83036	5000	3.56453	0.00522935	3.56	49.375	0.242219	49.5
1500	-498.478	4.37438	-489.1	4994.92	4.7464	4999.99	-445.679	3.65042	-437.704	4995.76	4.73031	5000	3.57605	0.00592572	3.566	49.315	0.241708	49
2000	-428.662	3.45375	-421.306	4994.65	4.80365	4999.97	-395.136	3.20596	-392.837	4994.79	4.76535	5000	3.56326	0.00602428	3.5555	49.5425	0.239534	49
2500	-383.522	3.13379	-382.215	4994.95	4.77256	5000.07	-356.586	2.97421	-353.567	4995.6	4.78065	5000	3.57332	0.00612484	3.5635	49.7125	0.238284	50
3000	-347.814	2.92266	-344.802	4994.41	4.85233	5000.1	-325.785	2.87142	-323.505	4994.55	4.85944	5000	3.57617	0.0060802	3.5655	50.0375	0.235779	50
3500	-320.101	2.78395	-317.835	4994.33	4.86678	5000.3	-300.161	2.71374	-297.491	4994.53	4.8965	5000	3.5714	0.00648626	3.5605	50.3375	0.232447	50
4000	-295.731	2.65669	-292.605	4994.41	4.89666	5000.24	-277.48	2.61126	-274.871	4994.19	4.92641	5000	3.58289	0.00630668	3.5715	50.58	0.228038	51
4500	-274.294	2.58402	-272.268	4994.24	4.91485	5000.56	-257.668	2.53289	-255.231	4995.06	4.96369	5000	3.5861	0.00635063	3.5725	50.905	0.228216	51
5000	-255.77	2.51549	-254.188	4995.3	4.98652	5000.53	-240.405	2.47909	-237.521	4995.4	4.98376	5000	3.57698	0.00688429	3.561	51.095	0.228216	51
5500	-239.34	2.50138	-238.101	4995.09	4.99252	5000.45	-224.293	2.45521	-224.949	4994.69	4.9956	5000	3.58797	0.00660925	3.573	51.3875	0.227344	51
6000	-224.002	2.38499	-223.334	4995.09	4.99351	5000.38	-209.818	2.36758	-208.412	4995.49	5.01498	5000	3.5817	0.00703777	3.5635	51.6225	0.226779	52
6500	-210.035	2.35295	-208.303	4995.41	5.01573	5000.05	-196.552	2.30951	-194.16	4995.88	5.02975	5000	3.59027	0.00818914	3.5635	51.885	0.223953	52
7000	-196.626	2.26893	-194.431	4995.63	5.03103	5000.05	-184.462	2.22377	-183.174	4994.98	5.04269	5000	3.5879	0.0070475	3.567	52.105	0.224384	52
7500	-185.753	2.20084	-183.081	4995.41	5.0468	4999.97	-173.203	2.14627	-169.915	4995.44	5.04532	5000	3.57365	0.00656108	3.562	52.2975	0.223321	52
8000	-174.625	2.12366	-171.259	4995.68	5.06125	5000.04	-163.063	2.09554	-158.314	4996.6	5.10484	5000	3.58738	0.00751165	3.5695	52.5325	0.220554	52
8500	-165.119	2.07658	-161.44	4996.41	5.10795	5000.08	-153.137	2.02193	-149.27	4996.39	5.12478	5000	3.58752	0.00746027	3.569	52.77	0.218259	53
9000	-155.273	1.99305	-152.921	4996.87	5.1276	5000.28	-143.987	1.95055	-141.454	4996.71	5.13806	5000	3.59641	0.00759174	3.5745	53	0.219791	53
9500	-146.452	1.92653	-143.34	4997.1	5.13333	5000.35	-135.893	1.88876	-132.535	4997.52	5.13269	5001	3.59158	0.0081582	3.572	53.215	0.21867	53
10000	-138.936	1.87217	-135.146	4997.37	5.13005	5000.55	-128.352	1.82924	-125.323	4997.93	5.15959	5001	3.59491	0.00893192	3.563	53.365	0.216846	53
10500	-131.409	1.82107	-127.811	4997.94	5.15642	5000.51	-121.09	1.78507	-118.139	4997.74	5.16706	5000	3.76165	0.166391	3.5715	53.535	0.216105	53
11000	-124.849	1.76873	-121.946	4998	5.16126	5000.5	-114.371	1.72742	-112.423	4997.69	5.15837	5001	3.79128	0.202826	3.5665	53.73	0.216269	54
11500	-118.34	1.7364	-114.665	4998.16	5.16292	5000.94	-108.468	1.68196	-104.834	4998.09	5.17944	5001	3.77902	0.197492	3.557	53.8825	0.213948	54
12000	-112.693	1.70401	-108.855	4998.52	5.19404	5001.15	-103.113	1.65465	-98.9677	4998.13	5.19967	5001	3.74416	0.162669	3.563	54.0125	0.213353	54
12500	-107.19	1.65215	-104.023	4999.17	5.24283	5001.34	-98.2062	1.59136	-93.559	4999.34	5.26454	5001	3.81327	0.222195	3.563	54.1175	0.212773	54
13000	-102.991	1.6197	-98.7904	4999.07	5.2585	5001.15	-93.3897	1.55431	-89.9003	4999.32	5.27608	5001	3.70179	0.107261	3.5645	54.21	0.21258	54
13500	-97.8058	1.54659	-94.0565	4999.23	5.26874	5000.67	-88.6565	1.49349	-84.7732	4999.02	5.27928	5001	3.69544	0.108518	3.5685	54.3075	0.211854	54
14000	-93.3752	1.47168	-88.8927	4999.5	5.27677	5000.99	-84.0229	1.42562	-80.6217	4999.81	5.27851	5001	3.5918	0.00887922	3.564	54.4125	0.212677	54
14500	-88.6862	1.41996	-86.0771	5000.03	5.28406	5001.27	-79.893	1.37367	-77.2436	4999.84	5.31114	5001	3.58038	0.00861064	3.562	54.52	0.211864	54
