#gen	avgfit_mean	avgfit_sd	avgfit_med	avgbits_mean	avgbits_sd	avgbits_med	fit_mean	fit_sd	fit_med	bits_mean	bits_sd	bits_med	cpu_mean	cpu_sd	cpu_med	genes_mean	genes_sd	genes_med
0	-3115.94	10.1174	-3104.29	5000	0	5000	-727.307	5.63799	-732.989	5000	0	5000	0	0	0	48.64	0.246354	49
500	-753.781	5.06517	-748.951	4450.81	40.2129	4735.67	-488.022	2.51555	-491.128	4504.6	55.0717	4997	2.15347	0.0164258	2.2105	42.825	0.578671	45.5
1000	-537.261	3.56866	-524.598	4388.3	55.5154	4888.55	-405.407	2.3946	-406.158	4442.73	57.6401	4992	2.09047	0.033405	2.258	42.375	0.600917	45
1500	-449.079	2.78112	-445.912	4417.39	57.9669	4984.76	-351.954	2.38861	-351.306	4442.5	58.5881	4991	2.10954	0.0366075	2.326	42.685	0.614855	45
2000	-393.455	2.5587	-392.635	4440.77	57.9239	4985.9	-310.1	2.40091	-308.32	4459.61	57.8423	4987	2.12734	0.0372301	2.3425	43.1925	0.602533	46
2500	-350.91	2.41235	-350.478	4450.86	57.0942	4986.94	-275.153	2.29903	-272.004	4455.95	57.6386	4987	2.13782	0.0374419	2.322	43.53	0.594638	46
3000	-316.751	2.24564	-313.745	4449.63	57.0058	4986.84	-246.95	2.22803	-247.427	4450.48	56.9942	4985	2.09851	0.0361152	2.279	43.815	0.587145	46.5
3500	-288.088	2.19226	-286.32	4450.44	56.9217	4986.57	-220.99	2.1328	-220.986	4450.34	56.922	4981	2.09598	0.0355556	2.251	44.2175	0.581805	47
4000	-263.766	2.05165	-261.175	4450.73	56.9135	4985.91	-199.785	2.03792	-198.65	4450.68	56.9044	4979	2.11042	0.0371175	2.2865	44.6075	0.579005	47
4500	-242.358	2.07438	-241.498	4450.59	56.8732	4979.66	-180.818	1.98086	-178.77	4449.75	56.8611	4972.5	2.11329	0.0368143	2.278	44.92	0.579157	48
