#gen	avgfit_mean	avgfit_sd	avgfit_med	avgbits_mean	avgbits_sd	avgbits_med	fit_mean	fit_sd	fit_med	bits_mean	bits_sd	bits_med	cpu_mean	cpu_sd	cpu_med	genes_mean	genes_sd	genes_med
0	-3117.18	10.5787	-3113.88	5000	0	5000	-737.861	5.25903	-730.154	5000	0	5000	0	0	0	48.825	0.220727	49
500	-841.296	6.57691	-842.842	4980.89	6.00654	4997.41	-498.645	2.92265	-500.677	4984.34	10.803	5000	24.3626	0.300946	24.8015	48.19	0.266904	48
1000	-570.115	4.79519	-553.436	4969.62	10.968	4999.73	-408.941	2.35246	-408.98	4962.66	12.3565	5000	8.37301	0.323282	6.43	48.355	0.275408	49
1500	-462.924	3.15894	-457.252	4970.18	11.7704	5000.05	-350.006	2.30279	-349.883	4969.85	11.9246	5000	3.41042	0.186614	1.971	48.3625	0.27203	49
2000	-403.148	2.72112	-400.844	4970.21	11.9448	4999.91	-308.518	2.22146	-310.325	4971.29	11.958	5000	2.20274	0.112017	1.892	48.7575	0.267513	49
2500	-356.818	2.44477	-357.792	4971.38	11.9585	4999.35	-272.784	2.12096	-272.875	4971.87	12.0442	5000	1.84326	0.0517058	1.884	49.1175	0.266222	50
3000	-321.387	2.29357	-320.123	4971.14	11.9992	4999.45	-243.199	2.07853	-243.492	4970.74	12.0068	4998.5	1.74627	0.0188705	1.878	49.3875	0.265603	50
3500	-291.21	2.17437	-291.816	4970.5	12.0284	4998.83	-216.853	1.95523	-217.775	4971.66	12.0765	4999	1.73649	0.0184269	1.8635	49.6375	0.255374	50
4000	-266.661	2.23561	-265.696	4971.65	12.0667	4999.43	-195.614	1.93123	-196.087	4972.82	12.1598	4999.5	1.72163	0.0183972	1.8315	49.9175	0.258614	51
4500	-244.318	2.10455	-243.208	4972.54	12.1424	4998.99	-177.385	1.84067	-176.95	4973.95	12.1159	4999.5	1.73974	0.0185209	1.8655	50.265	0.256053	51
5000	-226.374	2.02233	-226.255	4972.44	12.189	4999.76	-160.52	1.74524	-158.907	4972.49	12.2887	4999	1.71534	0.0181699	1.853	50.445	0.251322	51
5500	-209.748	1.99696	-209.279	4972.77	12.2207	4999.87	-145.745	1.68029	-144.2	4973.42	12.3444	4998	1.72568	0.0180712	1.861	50.76	0.251997	51
6000	-194.697	1.89274	-195.192	4973.08	12.2567	4999.06	-132.966	1.59275	-132.131	4973.06	12.2903	4998.5	1.72084	0.018534	1.844	50.9375	0.249202	51.5
6500	-182.401	1.77119	-180.308	4974.03	12.3133	4999.24	-121.496	1.4744	-120.52	4975.83	12.3707	4999.5	1.72869	0.0178418	1.86	51.19	0.251132	51
7000	-170.167	1.73243	-167.741	4975.58	12.3632	4999	-111.586	1.40868	-109.54	4976.15	12.3699	4999	1.71472	0.0178473	1.823	51.4325	0.25024	52
7500	-160.206	1.62737	-158.56	4975.98	12.3538	4998.68	-102.029	1.33169	-100.059	4977.26	12.4105	5000	1.73368	0.0183365	1.8705	51.6325	0.254545	52
8000	-150.969	1.60858	-148.568	4977.32	12.4271	4998.78	-94.3413	1.28272	-91.5387	4977.41	12.4483	4999.5	1.72886	0.0183715	1.861	51.83	0.252114	52
