#mutation_rate	indel_prob	indel_power	crossover_cross_rate	crossover_prob
#0.01	0.2	-1.5	0.02	0.5
#gen	avgfit_mean	avgfit_sd	avgfit_med	avgbits_mean	avgbits_sd	avgbits_med	fit_mean	fit_sd	fit_med	bits_mean	bits_sd	bits_med	cpu_mean	cpu_sd	cpu_med	genes_mean	genes_sd	genes_med
0		-1560.39	-nan	-1560.39	20000	-nan	20000	-642.047	-nan	-642.047	20000	-nan	20000	0	-nan	0	62	-nan	62
1000		-1064.73	-nan	-1064.73	19996.5	-nan	19996.5	-608.765	-nan	-608.765	19996	-nan	19996	28.637	-nan	28.637	60	-nan	60
2000		-1045.54	-nan	-1045.54	19990.2	-nan	19990.2	-588.184	-nan	-588.184	19786	-nan	19786	27.99	-nan	27.99	62	-nan	62
3000		-1120.75	-nan	-1120.75	19980	-nan	19980	-538.21	-nan	-538.21	20018	-nan	20018	28.957	-nan	28.957	61	-nan	61
4000		-968.108	-nan	-968.108	19967.4	-nan	19967.4	-524.329	-nan	-524.329	19987	-nan	19987	28.111	-nan	28.111	62	-nan	62
5000		-876.135	-nan	-876.135	19999.9	-nan	19999.9	-498.663	-nan	-498.663	19986	-nan	19986	30.801	-nan	30.801	61	-nan	61
6000		-684.302	-nan	-684.302	20022	-nan	20022	-483.967	-nan	-483.967	19986	-nan	19986	31.413	-nan	31.413	61	-nan	61
7000		-709.127	-nan	-709.127	19998.6	-nan	19998.6	-476.57	-nan	-476.57	19987	-nan	19987	29.978	-nan	29.978	63	-nan	63
8000		-660.603	-nan	-660.603	20016.7	-nan	20016.7	-472.298	-nan	-472.298	20004	-nan	20004	30.717	-nan	30.717	63	-nan	63
9000		-694.852	-nan	-694.852	20014.3	-nan	20014.3	-465.039	-nan	-465.039	20057	-nan	20057	29.857	-nan	29.857	63	-nan	63
10000		-669.488	-nan	-669.488	19998.7	-nan	19998.7	-462.146	-nan	-462.146	20030	-nan	20030	30.071	-nan	30.071	63	-nan	63
11000		-662.961	-nan	-662.961	19986.7	-nan	19986.7	-455.852	-nan	-455.852	19996	-nan	19996	32.098	-nan	32.098	62	-nan	62
12000		-693.732	-nan	-693.732	19970.6	-nan	19970.6	-446.497	-nan	-446.497	20005	-nan	20005	31.411	-nan	31.411	64	-nan	64
13000		-581.865	-nan	-581.865	19948.2	-nan	19948.2	-441.953	-nan	-441.953	19968	-nan	19968	32.728	-nan	32.728	63	-nan	63
14000		-615.694	-nan	-615.694	19921.8	-nan	19921.8	-440.618	-nan	-440.618	19959	-nan	19959	34.884	-nan	34.884	62	-nan	62
15000		-688.382	-nan	-688.382	19931.2	-nan	19931.2	-439.372	-nan	-439.372	19975	-nan	19975	35.48	-nan	35.48	64	-nan	64
16000		-625.826	-nan	-625.826	19943	-nan	19943	-438.415	-nan	-438.415	19972	-nan	19972	37.51	-nan	37.51	63	-nan	63
17000		-590.514	-nan	-590.514	19958.5	-nan	19958.5	-438.184	-nan	-438.184	19958	-nan	19958	37.682	-nan	37.682	65	-nan	65
18000		-595.561	-nan	-595.561	19923.7	-nan	19923.7	-435.631	-nan	-435.631	20067	-nan	20067	40.407	-nan	40.407	63	-nan	63
19000		-661.459	-nan	-661.459	19815	-nan	19815	-434.443	-nan	-434.443	19958	-nan	19958	39.941	-nan	39.941	64	-nan	64
20000		-641.973	-nan	-641.973	19886.9	-nan	19886.9	-424.114	-nan	-424.114	19312	-nan	19312	40.105	-nan	40.105	64	-nan	64
21000		-548.721	-nan	-548.721	19869.7	-nan	19869.7	-406.638	-nan	-406.638	19792	-nan	19792	40.633	-nan	40.633	66	-nan	66
22000		-636.514	-nan	-636.514	19768.1	-nan	19768.1	-403.483	-nan	-403.483	19578	-nan	19578	37.633	-nan	37.633	66	-nan	66
23000		-551.683	-nan	-551.683	19776.6	-nan	19776.6	-396.618	-nan	-396.618	19309	-nan	19309	35.209	-nan	35.209	66	-nan	66
24000		-608.819	-nan	-608.819	19632	-nan	19632	-393.521	-nan	-393.521	19605	-nan	19605	33.957	-nan	33.957	66	-nan	66
25000		-595.528	-nan	-595.528	19555.4	-nan	19555.4	-386.793	-nan	-386.793	19594	-nan	19594	34.802	-nan	34.802	66	-nan	66
26000		-656.66	-nan	-656.66	19530.2	-nan	19530.2	-380.602	-nan	-380.602	19307	-nan	19307	33.331	-nan	33.331	66	-nan	66
