#mutation_rate	indel_prob	indel_power	crossover_cross_rate	crossover_prob
#0.01	0.2	-1.5	0.02	0.5
#gen	avgfit_mean	avgfit_sd	avgfit_med	avgbits_mean	avgbits_sd	avgbits_med	fit_mean	fit_sd	fit_med	bits_mean	bits_sd	bits_med	cpu_mean	cpu_sd	cpu_med	genes_mean	genes_sd	genes_med
0		-3528.11	-nan	-3528.11	20000	-nan	20000	-886.956	-nan	-886.956	20000	-nan	20000	0	-nan	0	56	-nan	56
1000		-1300.52	-nan	-1300.52	20007	-nan	20007	-549.463	-nan	-549.463	20000	-nan	20000	12.377	-nan	12.377	64	-nan	64
2000		-1145.65	-nan	-1145.65	20066.5	-nan	20066.5	-464.885	-nan	-464.885	21654	-nan	21654	28.438	-nan	28.438	60	-nan	60
3000		-754.315	-nan	-754.315	20961.8	-nan	20961.8	-439.393	-nan	-439.393	21643	-nan	21643	354.3	-nan	354.3	62	-nan	62
4000		-660.819	-nan	-660.819	21601.3	-nan	21601.3	-426.127	-nan	-426.127	21642	-nan	21642	407.079	-nan	407.079	62	-nan	62
5000		-640.211	-nan	-640.211	21368.8	-nan	21368.8	-410.554	-nan	-410.554	21654	-nan	21654	515.981	-nan	515.981	62	-nan	62
6000		-634.82	-nan	-634.82	20742.2	-nan	20742.2	-389.216	-nan	-389.216	21650	-nan	21650	617.368	-nan	617.368	62	-nan	62
7000		-613.358	-nan	-613.358	20645.9	-nan	20645.9	-371.318	-nan	-371.318	20037	-nan	20037	452.727	-nan	452.727	57	-nan	57
8000		-584.525	-nan	-584.525	22385.3	-nan	22385.3	-352.273	-nan	-352.273	23545	-nan	23545	323.199	-nan	323.199	65	-nan	65
9000		-560.384	-nan	-560.384	22734.1	-nan	22734.1	-340.048	-nan	-340.048	23565	-nan	23565	17.214	-nan	17.214	66	-nan	66
10000		-547.85	-nan	-547.85	22851.8	-nan	22851.8	-334.229	-nan	-334.229	23691	-nan	23691	33.046	-nan	33.046	66	-nan	66
11000		-444.476	-nan	-444.476	23533.3	-nan	23533.3	-332.357	-nan	-332.357	23549	-nan	23549	131.389	-nan	131.389	65	-nan	65
12000		-524.649	-nan	-524.649	23569.8	-nan	23569.8	-331.937	-nan	-331.937	23543	-nan	23543	85.536	-nan	85.536	66	-nan	66
13000		-564.489	-nan	-564.489	23519	-nan	23519	-331.761	-nan	-331.761	23550	-nan	23550	61.777	-nan	61.777	66	-nan	66
14000		-514.944	-nan	-514.944	23479.7	-nan	23479.7	-319.836	-nan	-319.836	23589	-nan	23589	120.499	-nan	120.499	67	-nan	67
15000		-496.716	-nan	-496.716	23554.2	-nan	23554.2	-319.115	-nan	-319.115	23365	-nan	23365	92.097	-nan	92.097	67	-nan	67
16000		-493.056	-nan	-493.056	23543.6	-nan	23543.6	-315.484	-nan	-315.484	23484	-nan	23484	94.556	-nan	94.556	67	-nan	67
17000		-459.831	-nan	-459.831	23553.4	-nan	23553.4	-313.035	-nan	-313.035	23774	-nan	23774	47.766	-nan	47.766	68	-nan	68
18000		-527.69	-nan	-527.69	23253.7	-nan	23253.7	-311.828	-nan	-311.828	23263	-nan	23263	39.667	-nan	39.667	67	-nan	67
19000		-506.306	-nan	-506.306	23293.3	-nan	23293.3	-310.969	-nan	-310.969	23501	-nan	23501	95.165	-nan	95.165	67	-nan	67
20000		-539.057	-nan	-539.057	23228.7	-nan	23228.7	-310.66	-nan	-310.66	23328	-nan	23328	87.817	-nan	87.817	67	-nan	67
21000		-480.011	-nan	-480.011	23272.8	-nan	23272.8	-310.153	-nan	-310.153	23575	-nan	23575	72.121	-nan	72.121	68	-nan	68
22000		-592.026	-nan	-592.026	23517.1	-nan	23517.1	-309.455	-nan	-309.455	24153	-nan	24153	104.933	-nan	104.933	69	-nan	69
23000		-505.014	-nan	-505.014	23824	-nan	23824	-307.773	-nan	-307.773	23599	-nan	23599	70.195	-nan	70.195	68	-nan	68
24000		-514.737	-nan	-514.737	23667.3	-nan	23667.3	-305.755	-nan	-305.755	23745	-nan	23745	116.088	-nan	116.088	69	-nan	69
25000		-572.545	-nan	-572.545	23632.6	-nan	23632.6	-305.11	-nan	-305.11	23722	-nan	23722	98.91	-nan	98.91	68	-nan	68
26000		-545.255	-nan	-545.255	23752.9	-nan	23752.9	-290.84	-nan	-290.84	23856	-nan	23856	47.027	-nan	47.027	70	-nan	70
27000		-497.51	-nan	-497.51	24205.8	-nan	24205.8	-281.466	-nan	-281.466	24071	-nan	24071	114.614	-nan	114.614	70	-nan	70
28000		-486.139	-nan	-486.139	24853.8	-nan	24853.8	-269.191	-nan	-269.191	26267	-nan	26267	97.861	-nan	97.861	74	-nan	74
29000		-492.252	-nan	-492.252	25674.5	-nan	25674.5	-250.958	-nan	-250.958	27316	-nan	27316	167.752	-nan	167.752	78	-nan	78
30000		-470.781	-nan	-470.781	26233	-nan	26233	-248.312	-nan	-248.312	27052	-nan	27052	442.14	-nan	442.14	80	-nan	80
31000		-472.799	-nan	-472.799	27215.7	-nan	27215.7	-238.762	-nan	-238.762	27758	-nan	27758	133.089	-nan	133.089	81	-nan	81
32000		-523.067	-nan	-523.067	27801.7	-nan	27801.7	-230.787	-nan	-230.787	28057	-nan	28057	67.451	-nan	67.451	83	-nan	83
33000		-484.851	-nan	-484.851	28238.6	-nan	28238.6	-217.078	-nan	-217.078	27733	-nan	27733	68.407	-nan	68.407	84	-nan	84
34000		-470.351	-nan	-470.351	29597.5	-nan	29597.5	-217.078	-nan	-217.078	27733	-nan	27733	61.181	-nan	61.181	84	-nan	84
35000		-513.817	-nan	-513.817	29795.3	-nan	29795.3	-213.096	-nan	-213.096	29670	-nan	29670	73.38	-nan	73.38	83	-nan	83
36000		-494.139	-nan	-494.139	29628.9	-nan	29628.9	-209.718	-nan	-209.718	31207	-nan	31207	92.173	-nan	92.173	90	-nan	90
37000		-562.252	-nan	-562.252	29653.5	-nan	29653.5	-206.425	-nan	-206.425	29922	-nan	29922	76.574	-nan	76.574	90	-nan	90
38000		-451.558	-nan	-451.558	30206.1	-nan	30206.1	-190.679	-nan	-190.679	31152	-nan	31152	79.893	-nan	79.893	88	-nan	88
39000		-468.13	-nan	-468.13	30393.8	-nan	30393.8	-190.18	-nan	-190.18	30370	-nan	30370	132.841	-nan	132.841	94	-nan	94
40000		-444.017	-nan	-444.017	30369.8	-nan	30369.8	-190.119	-nan	-190.119	30370	-nan	30370	90.016	-nan	90.016	94	-nan	94
41000		-486.696	-nan	-486.696	30612	-nan	30612	-189.461	-nan	-189.461	31225	-nan	31225	113.481	-nan	113.481	89	-nan	89
42000		-403.116	-nan	-403.116	30917.5	-nan	30917.5	-184.217	-nan	-184.217	30564	-nan	30564	114.759	-nan	114.759	93	-nan	93
43000		-467.094	-nan	-467.094	30615.9	-nan	30615.9	-181.04	-nan	-181.04	30643	-nan	30643	75.191	-nan	75.191	90	-nan	90
44000		-492.376	-nan	-492.376	30686.3	-nan	30686.3	-178.102	-nan	-178.102	30172	-nan	30172	102.3	-nan	102.3	91	-nan	91
45000		-409.191	-nan	-409.191	30644	-nan	30644	-172.333	-nan	-172.333	30438	-nan	30438	220.877	-nan	220.877	92	-nan	92
46000		-495.487	-nan	-495.487	30659.3	-nan	30659.3	-166.192	-nan	-166.192	30643	-nan	30643	167.34	-nan	167.34	94	-nan	94
47000		-506.284	-nan	-506.284	30603.6	-nan	30603.6	-153.246	-nan	-153.246	32131	-nan	32131	98.017	-nan	98.017	95	-nan	95
48000		-508.539	-nan	-508.539	30450.7	-nan	30450.7	-153.246	-nan	-153.246	32131	-nan	32131	88.583	-nan	88.583	95	-nan	95
49000		-626.807	-nan	-626.807	30810.3	-nan	30810.3	-143.845	-nan	-143.845	31043	-nan	31043	55.292	-nan	55.292	99	-nan	99
50000		-459.297	-nan	-459.297	31630	-nan	31630	-130.844	-nan	-130.844	30764	-nan	30764	114.941	-nan	114.941	95	-nan	95
51000		-425.855	-nan	-425.855	31895.7	-nan	31895.7	-130.844	-nan	-130.844	30764	-nan	30764	74.867	-nan	74.867	95	-nan	95
52000		-381.504	-nan	-381.504	31968.9	-nan	31968.9	-130.844	-nan	-130.844	30764	-nan	30764	89.446	-nan	89.446	95	-nan	95
53000		-444.981	-nan	-444.981	32538	-nan	32538	-122.225	-nan	-122.225	32798	-nan	32798	87.809	-nan	87.809	103	-nan	103
54000		-521.976	-nan	-521.976	32106.5	-nan	32106.5	-122.225	-nan	-122.225	32798	-nan	32798	76.911	-nan	76.911	103	-nan	103
55000		-433.455	-nan	-433.455	32011.1	-nan	32011.1	-119.137	-nan	-119.137	32106	-nan	32106	105.814	-nan	105.814	98	-nan	98
56000		-464.71	-nan	-464.71	31734.5	-nan	31734.5	-119.137	-nan	-119.137	32100	-nan	32100	103.784	-nan	103.784	98	-nan	98
57000		-350.98	-nan	-350.98	32148.8	-nan	32148.8	-117.077	-nan	-117.077	32376	-nan	32376	165.247	-nan	165.247	96	-nan	96
58000		-340.443	-nan	-340.443	32193.5	-nan	32193.5	-110.256	-nan	-110.256	31858	-nan	31858	145.736	-nan	145.736	95	-nan	95
59000		-476.599	-nan	-476.599	32287.1	-nan	32287.1	-108.176	-nan	-108.176	32923	-nan	32923	67.438	-nan	67.438	101	-nan	101
60000		-317.147	-nan	-317.147	32516.3	-nan	32516.3	-106.347	-nan	-106.347	32426	-nan	32426	44.592	-nan	44.592	99	-nan	99
61000		-309.435	-nan	-309.435	32607.4	-nan	32607.4	-103.416	-nan	-103.416	32576	-nan	32576	36.058	-nan	36.058	99	-nan	99
62000		-447.378	-nan	-447.378	32725.8	-nan	32725.8	-101.091	-nan	-101.091	33602	-nan	33602	51.548	-nan	51.548	105	-nan	105
63000		-330.867	-nan	-330.867	33184.7	-nan	33184.7	-98.5338	-nan	-98.5338	33328	-nan	33328	66.572	-nan	66.572	101	-nan	101
64000		-375.067	-nan	-375.067	33384.7	-nan	33384.7	-97.461	-nan	-97.461	34023	-nan	34023	53.086	-nan	53.086	104	-nan	104
