#gen	avgfit_mean	avgfit_sd	avgfit_med	avgbits_mean	avgbits_sd	avgbits_med	fit_mean	fit_sd	fit_med	bits_mean	bits_sd	bits_med	cpu_mean	cpu_sd	cpu_med	genes_mean	genes_sd	genes_med
0	-3115.53	10.0544	-3111.81	5000	0	5000	-740.821	5.1403	-739.182	5000	0	5000	0	0	0	48.37	0.243683	48
500	-700.598	3.47992	-698.941	4828.34	27.5375	4986.76	-487.849	2.61717	-488.685	4829.77	33.2038	5000	0.849392	0.0102646	0.8205	46.89	0.380963	48
1000	-536.961	2.6532	-537.558	4801.65	34.3209	4998.91	-404.522	2.35086	-404.198	4840.03	31.4963	5000	0.856205	0.012748	0.808	47.15	0.377542	48
1500	-464.753	2.45062	-464.857	4823.73	33.2526	4999.3	-353.424	2.19681	-354.196	4843.3	34.9692	4999	0.876433	0.0128853	0.8475	47.45	0.407995	49
2000	-418.593	2.28331	-418.405	4831.71	33.0437	4998.91	-316.397	2.13464	-317.578	4844.15	34.9377	4999	0.890622	0.0134337	0.857	47.725	0.408768	49
2500	-381.241	2.25709	-378.977	4843.94	34.7453	4998.3	-285.803	2.12055	-287.038	4846.39	34.8086	4998.5	0.8831	0.0130714	0.8475	48.135	0.402613	49
3000	-353.013	2.18631	-351.901	4845.74	34.8079	4998.67	-259.925	2.09627	-257.897	4846.5	34.8528	4999	0.886395	0.0134005	0.8455	48.4275	0.400218	49.5
3500	-327.071	2.12958	-325.718	4846.36	34.8374	4999.12	-237.288	2.0323	-234.597	4848.37	34.8601	4999	0.882865	0.0133992	0.8465	48.7025	0.397009	49
4000	-304.972	2.10929	-300.713	4846.92	34.8494	4999.01	-217.273	1.94046	-215.255	4847.84	34.8345	4999	0.890977	0.0138954	0.844	48.85	0.393979	50
4500	-283.57	2.02776	-279.742	4846.92	34.8424	4999.68	-199.311	1.89534	-197.859	4846.31	34.8251	4999	0.881165	0.0131829	0.8455	49.0525	0.392185	50
5000	-266.857	2.05353	-264.237	4846.7	34.8255	4999.41	-184.036	1.82771	-181.213	4847.03	34.802	4999	0.887298	0.0142477	0.852	49.26	0.389162	50
5500	-252.43	1.98861	-250.013	4846.15	34.8115	4998.41	-170.217	1.74887	-168.815	4846.13	34.7646	4997.5	0.883193	0.0138681	0.859	49.53	0.390983	51
6000	-239.145	1.97833	-238.166	4846.63	34.7904	4998.39	-157.182	1.68264	-154.839	4846.88	34.7885	4998	0.90158	0.0142955	0.8585	49.795	0.389357	51
6500	-226.781	1.8681	-225.023	4847.17	34.779	4998.4	-146.582	1.60301	-145.681	4847.19	34.7637	4999	0.883397	0.0143315	0.845	50.0175	0.389901	51
7000	-216.765	1.85204	-212.3	4847.47	34.7981	4998.26	-136.194	1.53493	-134.11	4848.14	34.8044	4999	0.892003	0.0141523	0.865	50.275	0.385106	51
7500	-204.978	1.7194	-204.565	4848.51	34.7992	4998.58	-127.402	1.48024	-126.668	4849.89	34.8288	4999	0.899558	0.0147264	0.842	50.375	0.38452	51
8000	-195.849	1.75747	-193.309	4849.02	34.7875	4999.61	-118.405	1.41145	-117.544	4848.99	34.8197	4999	0.88867	0.0141381	0.8485	50.5825	0.38559	51
8500	-188.03	1.69578	-185.629	4849.25	34.8349	4999.28	-110.766	1.36596	-110.001	4849.31	34.864	4998	0.887155	0.0143386	0.866	50.705	0.385427	52
9000	-179.334	1.68093	-175.584	4849.33	34.8426	4999.17	-103.479	1.30765	-102.841	4849.25	34.8445	4999	0.884843	0.0143592	0.8335	50.855	0.384242	52
9500	-172.141	1.59897	-169.421	4849.45	34.8479	4999.08	-97.0032	1.28107	-95.0103	4849.65	34.8848	4998	0.883812	0.0138407	0.8325	50.965	0.386938	52
10000	-165.926	1.56472	-164.816	4850.26	34.8591	4999.72	-91.2244	1.2247	-88.9642	4851.59	34.8584	4998	0.883455	0.0144206	0.843	51.055	0.383615	52
10500	-160.089	1.5035	-158.324	4851.48	34.8406	5001.17	-85.1915	1.19021	-81.6955	4850.9	34.8256	4999	0.885175	0.0143288	0.8505	51.26	0.386123	52
11000	-154.971	1.48919	-154.347	4851.01	34.8256	4999.18	-80.0937	1.14981	-77.1304	4852.22	34.8382	5000	0.886197	0.0147132	0.846	51.3975	0.386973	52
11500	-148.482	1.5059	-146.413	4851.42	34.8199	5000.36	-75.535	1.11056	-72.4945	4852.29	34.8468	4999	0.895498	0.0141316	0.8395	51.5525	0.387403	52
12000	-144.928	1.445	-142.284	4851.99	34.8235	4999.27	-71.3732	1.0733	-68.2137	4852.58	34.8345	4999.5	0.887532	0.0143397	0.8405	51.5925	0.386234	53
12500	-140.126	1.3962	-138.79	4852.27	34.8346	4998.45	-67.1699	1.02934	-64.2187	4851.94	34.8539	4997.5	0.881283	0.0137222	0.8555	51.7225	0.385971	53
13000	-136.032	1.35205	-134.172	4852.95	34.8431	4998.74	-63.7573	0.996577	-61.189	4852.57	34.8626	4998	0.890297	0.0149645	0.8485	51.84	0.388008	53
13500	-132.053	1.33116	-130.182	4852.83	34.8441	4998.67	-60.3217	0.964475	-57.6169	4853.28	34.8703	4997.5	0.880657	0.0135843	0.853	51.93	0.389509	53
14000	-128.186	1.37929	-124.925	4852.55	34.8262	4997.84	-57.2714	0.94006	-54.5423	4853.46	34.8311	4999	0.872663	0.0137543	0.804	51.955	0.385979	53
14500	-124.719	1.28435	-122.663	4853.25	34.8042	4998.32	-54.5512	0.90722	-52.5194	4853.32	34.8351	4997	0.900545	0.0147639	0.856	52.05	0.385409	53
15000	-122.193	1.34943	-119.241	4853.69	34.7932	4998.22	-51.8248	0.88559	-49.3783	4853.74	34.7979	4999	0.886985	0.0142917	0.839	52.145	0.384828	53
15500	-119.939	1.32698	-118.109	4853.84	34.7964	4999.16	-49.1945	0.856767	-47.3233	4854.45	34.7997	4999	0.890545	0.0149824	0.8435	52.24	0.385214	53
16000	-118.74	1.29085	-114.244	4853.99	34.7993	4998.72	-46.8218	0.824934	-44.9293	4855.1	34.8576	4999.5	0.886285	0.0139822	0.8365	52.25	0.382291	53
16500	-115.88	1.26244	-115.338	4854.85	34.834	5000.53	-44.6459	0.78165	-43.309	4855.7	34.8538	5000	0.879465	0.0138809	0.837	52.295	0.383732	54
17000	-111.938	1.18704	-110.781	4855.42	34.8715	5000.03	-42.6405	0.757206	-41.4008	4855.67	34.8984	5000	0.885635	0.0145589	0.84	52.4125	0.383877	54
17500	-111.249	1.26607	-110.001	4855.66	34.8691	4999.9	-40.6172	0.728539	-39.2517	4855.84	34.9874	5002	0.88379	0.0137512	0.8535	52.51	0.383804	54
18000	-107.608	1.13078	-105.864	4855.92	34.898	4999.42	-38.9234	0.715086	-37.239	4855.49	34.8958	5003	0.885983	0.0142733	0.8405	52.5275	0.384422	54
18500	-106.477	1.14168	-104.891	4855.9	34.9206	4999.34	-37.1975	0.692446	-35.3593	4855.84	34.9036	5000	0.898608	0.0142243	0.865	52.62	0.380033	54
19000	-103.193	1.10705	-100.912	4855.84	34.9118	5000.24	-35.6301	0.668538	-34.1403	4857.1	34.953	5003	0.895117	0.0147125	0.8535	52.6925	0.382326	54
19500	-101.84	1.10186	-99.9667	4856.74	34.9437	5002.17	-34.2342	0.654094	-32.686	4856.56	34.9798	5000	0.89416	0.0143642	0.8425	52.7225	0.381612	54
20000	-101.276	1.13898	-99.4256	4856.83	34.9167	4999.69	-32.8923	0.639554	-31.5893	4857.56	34.9321	5002	0.895195	0.0145536	0.8585	52.805	0.380087	54
