#gen	avgfit_mean	avgfit_sd	avgfit_med	avgbits_mean	avgbits_sd	avgbits_med	fit_mean	fit_sd	fit_med	bits_mean	bits_sd	bits_med	cpu_mean	cpu_sd	cpu_med	genes_mean	genes_sd	genes_med
0	-3108.16	103.202	-2460.32	5000	0	5000	-1924.62	69.5759	-1482.19	5000	0	5000	0	0	0	49.5075	0.228073	50
500	-1007	23.1958	-910.182	4998.16	1.57959	4999.99	-664.91	8.97349	-629.541	4998.34	1.74374	5000	4.83463	0.0643077	5.6065	49.075	0.225056	49
1000	-608.865	5.95044	-588.83	4997.93	1.60945	4999.97	-501.805	4.19671	-495.41	4997.65	1.68746	5000	4.62581	0.0595366	5.3305	48.945	0.221393	49
1500	-486.065	4.07976	-474.735	4997.22	1.76609	4999.92	-423.243	3.36395	-419.407	4996.9	2.27238	5000	4.60089	0.0587346	5.285	49.0425	0.221329	49
2000	-411.46	3.35397	-408.084	4996.84	2.3052	4999.77	-369.427	3.13109	-367.059	4996.88	2.33842	5000	4.59148	0.0595123	5.244	49.3575	0.223297	50
2500	-362.433	2.9808	-362.689	4996.94	2.32936	4999.81	-330.104	2.82086	-326.878	4999.1	3.22599	5000	4.61498	0.0607528	5.306	49.6725	0.21885	50
3000	-325.772	2.7226	-324.91	4999	3.08992	5000.05	-297.823	2.63105	-297.282	4999.61	3.25872	5000	4.6384	0.0613932	5.3475	50.0025	0.218318	50
3500	-296.019	2.59772	-296.831	5000.34	3.81497	4999.98	-270.865	2.54456	-271.038	5010.63	13.2188	5000	4.64443	0.0623368	5.377	50.4625	0.236985	50
4000	-270.057	2.53175	-269.67	5007.75	10.0587	5000.42	-246.861	2.44423	-246.43	5010.54	13.2238	5000	4.70189	0.0632527	5.3875	50.7275	0.237617	51
4500	-247.317	2.44069	-246.028	5012.19	13.2355	5000.46	-225.987	2.397	-224.486	5011.95	13.2294	5001	4.72125	0.069042	5.4465	50.9575	0.235591	51
5000	-226.977	2.39015	-225.531	5011.99	13.2268	5000.58	-207.095	2.29724	-205.35	5013.38	13.2545	5000	4.74131	0.0719063	5.4325	51.2925	0.23421	51
5500	-209.614	2.29222	-208.8	5013.55	13.229	5000.49	-191.051	2.22638	-188.329	5014.08	13.2561	5000	4.74901	0.072634	5.4595	51.4975	0.23428	52
6000	-194.419	2.25515	-191.309	5014.34	13.2492	5001	-176.653	2.21499	-174.612	5015.38	13.3063	5001	4.75959	0.0719912	5.489	51.73	0.233836	52
6500	-180.737	2.21366	-181.455	5014.1	13.243	5000.91	-163.281	2.15728	-162.108	5014.16	13.2427	5001	4.75326	0.0700938	5.437	51.995	0.235294	52
7000	-167.949	2.13381	-167.201	5014.3	13.2444	5001.04	-151.508	2.09823	-149.243	5014.23	13.2497	5001	4.77645	0.0711324	5.4605	52.2475	0.236231	52
7500	-156.089	2.04437	-155.015	5014.4	13.2465	5000.79	-140.199	1.99314	-140.553	5014.69	13.2531	5001	4.77923	0.0712956	5.467	52.4825	0.234492	53
8000	-145.631	1.96753	-145.723	5014.64	13.2595	5000.85	-129.488	1.8898	-130.32	5015.06	13.272	5001	4.77798	0.0728383	5.439	52.685	0.233212	53
8500	-135.06	1.8441	-134.863	5014.96	13.2699	5000.78	-119.825	1.76635	-119.562	5017.78	13.4717	5001	4.80088	0.0764688	5.466	52.9025	0.231931	53
9000	-126.109	1.73439	-126.099	5017.79	13.4085	5001.03	-111.157	1.66765	-109.781	5018.55	13.4803	5001	4.8052	0.0753173	5.4525	53.1275	0.229477	53
9500	-117.808	1.64112	-116.161	5019.29	13.4795	5001.37	-103.517	1.57294	-101.572	5019.56	13.4867	5002	4.81046	0.0736958	5.4965	53.2825	0.229075	53
10000	-110.381	1.5547	-107.448	5019.71	13.4831	5001.94	-96.2272	1.48132	-93.1244	5020.72	13.5198	5001	4.82347	0.0738045	5.471	53.45	0.230302	53
10500	-103.388	1.48062	-99.8482	5021.02	13.4993	5002.31	-89.9413	1.42787	-86.244	5021.64	13.5259	5002	4.81474	0.0739484	5.4815	53.595	0.231352	54
11000	-97.3354	1.4647	-92.7238	5021.83	13.5217	5002.4	-84.0307	1.37562	-80.9311	5022.6	13.5255	5003	4.84185	0.0719188	5.4805	53.755	0.233959	54
11500	-91.8508	1.39486	-88.4784	5021.91	13.5284	5001.75	-78.3267	1.31283	-75.3423	5022.64	13.5298	5002	4.88048	0.0736142	5.6105	53.895	0.234034	54
12000	-86.0169	1.3286	-82.4372	5022.52	13.5297	5002.22	-73.5479	1.25849	-69.8787	5022.57	13.5353	5002	4.90273	0.0742633	5.608	54.0575	0.237094	54
12500	-81.7427	1.24883	-78.9663	5022.47	13.534	5002.46	-68.8146	1.19177	-66.1352	5022.71	13.5286	5003	4.88314	0.0743252	5.5805	54.21	0.238526	54
13000	-76.557	1.2032	-73.252	5022.58	13.5316	5002.82	-64.5838	1.14602	-61.8466	5022.79	13.546	5003	4.87101	0.0749522	5.5595	54.34	0.238018	54
13500	-72.9738	1.16256	-70.0717	5022.57	13.5323	5002.9	-60.6672	1.08274	-58.169	5022.65	13.5328	5003	4.88082	0.0760999	5.5885	54.44	0.238397	54
14000	-68.9042	1.08794	-65.7593	5023.17	13.5368	5002.86	-57.1943	1.02649	-55.0068	5023.22	13.5209	5002	4.92008	0.076717	5.615	54.5875	0.234613	54.5
14500	-65.709	1.05465	-63.9622	5023.54	13.5305	5003.12	-53.8127	0.981869	-51.7659	5024.3	13.5317	5004	4.93677	0.0770787	5.615	54.695	0.232573	55
15000	-62.2704	1.00626	-60.6864	5024.1	13.5409	5003.42	-50.6769	0.932659	-48.6983	5024.19	13.5317	5004	4.95564	0.0771353	5.628	54.8025	0.232662	55
15500	-59.4307	0.959064	-57.2163	5024.55	13.5306	5003.58	-47.8713	0.890283	-45.8922	5024.96	13.5418	5003	4.94488	0.0797355	5.6355	54.9225	0.233645	55
16000	-56.5375	0.933397	-53.7469	5024.92	13.5331	5003.7	-45.2831	0.857769	-43.0315	5025.24	13.544	5004.5	4.95302	0.0792815	5.6025	55.02	0.234305	55
16500	-54.3644	0.923778	-51.591	5025.33	13.5385	5003.34	-42.954	0.82859	-40.2579	5025.21	13.5474	5004	4.95582	0.0811879	5.6125	55.0675	0.233465	55
17000	-52.2048	0.866937	-50.2889	5025.39	13.5425	5004.02	-40.8016	0.800856	-38.1268	5025.62	13.5358	5004.5	4.97969	0.0834805	5.608	55.17	0.233053	55
17500	-50.3855	0.842194	-47.5551	5025.46	13.5367	5004.23	-38.7382	0.767054	-36.1291	5025.56	13.5434	5004	5.00992	0.0823821	5.6335	55.2525	0.233416	55
18000	-48.0123	0.803015	-45.3043	5025.51	13.5424	5004.16	-36.8297	0.730147	-34.2708	5025.52	13.5429	5004	5.02347	0.0792946	5.678	55.3575	0.235639	55
18500	-46.4201	0.791356	-44.5435	5025.72	13.5472	5004.31	-35.0277	0.704233	-32.89	5025.79	13.5613	5004	5.01094	0.0826208	5.6625	55.4225	0.23331	55
19000	-44.1604	0.743701	-42.1625	5025.77	13.5492	5004.64	-33.3615	0.677393	-31.3276	5025.9	13.5483	5005	5.02511	0.0818446	5.6625	55.5175	0.232695	55
19500	-41.9775	0.720763	-40.1035	5026.17	13.5473	5004.67	-31.7466	0.639758	-30.0361	5026.21	13.548	5005	5.02131	0.0789051	5.6655	55.5675	0.232995	55
20000	-40.8387	0.716516	-38.2923	5026.26	13.5474	5004.45	-30.2603	0.624071	-28.0902	5026.28	13.5612	5005	5.03194	0.0796731	5.654	55.65	0.234053	56
