#gen	avgfit_mean	avgfit_sd	avgfit_med	avgbits_mean	avgbits_sd	avgbits_med	fit_mean	fit_sd	fit_med	bits_mean	bits_sd	bits_med	cpu_mean	cpu_sd	cpu_med	genes_mean	genes_sd	genes_med
0	-3136.61	104.954	-2577.46	5000	0	5000	-1949.51	68.9502	-1489.68	5000	0	5000	0	0	0	49.4525	0.236106	50
500	-1003.25	21.0978	-897.335	4997.95	1.44389	4999.99	-663.122	8.8137	-625.432	4994.85	2.93181	5000	3.54382	0.0157203	3.588	49.0925	0.242656	49
1000	-603.883	5.7145	-585.854	4994.84	2.95006	4999.86	-497.643	4.05608	-491.646	4993.85	2.91132	5000	3.54761	0.016062	3.5965	49.0475	0.24472	49
1500	-480.379	3.92442	-475.608	4993.99	2.99785	4999.56	-417.602	3.2291	-415.253	4994.05	3.03013	5000	3.53782	0.0161907	3.5825	48.9975	0.242313	49
2000	-405.937	3.11749	-403.889	4993.77	2.99011	4999.64	-364.067	2.81978	-362.401	4993.97	3.01605	5000	3.55377	0.0157473	3.5935	49.3375	0.24136	50
2500	-355.163	2.78092	-349.968	4993.56	3.00972	4999.63	-322.715	2.72281	-317.43	4993.41	3.03717	5000	3.55344	0.0147941	3.58	49.4875	0.2403	50
3000	-319.314	2.65713	-314.589	4993.66	3.00916	4999.59	-291.97	2.58516	-289.29	4993.77	3.03794	4999	3.54526	0.0147362	3.589	49.7875	0.239921	50
3500	-291.153	2.54348	-288.034	4993.74	3.02595	4999.74	-266.217	2.44149	-263.256	4993.64	3.0321	5000	3.54106	0.0150685	3.5715	50.085	0.239688	50
4000	-265.313	2.40699	-260.691	4993.65	3.04475	4999.72	-242.253	2.35081	-239.747	4994.68	3.16566	5000	3.54547	0.0160547	3.591	50.4625	0.24193	51
4500	-242.896	2.32648	-237.584	4994.8	3.15436	4999.63	-221.978	2.2818	-217.605	4995.46	3.18619	5000	3.53622	0.0183941	3.579	50.7675	0.237671	51
5000	-224.287	2.28047	-220.057	4995.63	3.21004	5000.09	-204.714	2.23578	-202.629	4995.4	3.21132	5000	3.53982	0.0185694	3.5855	51.04	0.237037	51
5500	-206.803	2.21499	-203.344	4995.63	3.20667	5000.19	-188.204	2.11009	-186.532	4995.92	3.21949	5000	3.53793	0.0176156	3.584	51.3775	0.234227	51
6000	-191.1	2.08478	-188.246	4996.47	3.21806	5000.12	-173.639	2.05065	-171.501	4996.54	3.26877	5000	3.53719	0.0177718	3.5865	51.62	0.23813	52
6500	-177.995	2.04297	-175.41	4996.98	3.26147	4999.88	-160.734	1.99245	-158.406	4997.26	3.28852	5000	3.51978	0.018171	3.5795	51.8975	0.233729	52
7000	-165.249	1.96898	-161.8	4997.66	3.28878	5000.11	-148.669	1.91079	-146.38	4998.6	3.49423	5000	3.53048	0.0180507	3.589	52.15	0.233651	52
