#gen	avgfit_mean	avgfit_sd	avgfit_med	avgbits_mean	avgbits_sd	avgbits_med	fit_mean	fit_sd	fit_med	bits_mean	bits_sd	bits_med	cpu_mean	cpu_sd	cpu_med	genes_mean	genes_sd	genes_med
0	-3081.43	96.9293	-2207.04	5000	0	5000	-1899.22	64.8949	-1376.73	5000	0	5000	0	0	0	49.53	0.222196	53
500	-987.25	19.7449	-854.059	4993.96	6.25858	5001.58	-651.96	8.42081	-654.629	4995.24	6.52841	5004.5	1.38406	0.0151392	1.4675	49.34	0.240766	54
1000	-603.517	5.42462	-578.447	4994.91	6.1602	5004.66	-486.891	4.08596	-498.745	4994.31	6.18749	5007	1.37174	0.0151489	1.5445	49.1575	0.235442	53.5
1500	-487.103	3.65713	-500.258	4993.95	6.20977	5004.93	-403.823	3.16534	-424.825	4993.84	6.2035	5005	1.38825	0.0156505	1.7215	49.34	0.230747	52.5
2000	-415.798	3.02583	-420.912	4993.01	6.27677	5006.02	-348.859	2.72996	-361.431	4993.02	6.34294	5007.5	1.37791	0.0150407	1.6895	49.57	0.226973	53.5
2500	-364.444	2.63643	-376.468	4993.46	6.30424	5009.27	-305.753	2.45119	-324.839	4994.55	6.28829	5013	1.38706	0.0152402	1.586	49.835	0.227621	54
3000	-324.235	2.42326	-358.353	4993.93	6.31022	5016.09	-270.132	2.31066	-290.819	4995.69	6.464	5018	1.38199	0.0151265	1.5445	50.1725	0.229075	54
3500	-290.937	2.27048	-308.09	4992.83	6.53853	5019.1	-240.646	2.1598	-268.251	4994.56	6.66574	5016.5	1.37421	0.0152042	1.511	50.5825	0.2253	53.5
4000	-262.93	2.14064	-282.475	4993.7	6.64265	5019.73	-215.588	2.01826	-230.901	4994.04	6.68705	5017.5	1.38549	0.0155262	1.7465	50.9	0.221524	54
4500	-239.575	2.06724	-250.91	4994.51	6.67786	5024.24	-193.445	1.93843	-216.859	4995.82	6.71524	5019	1.38627	0.0161078	1.8115	51.17	0.222996	56
5000	-218.164	1.95537	-240.96	4995.75	6.70109	5031.48	-174.27	1.811	-193.856	4996.72	6.73871	5021.5	1.37017	0.0150655	1.6145	51.495	0.222398	56
5500	-199.756	1.84794	-217.538	4996.6	6.71123	5021.83	-158.048	1.73114	-178.589	4997.55	6.75004	5025	1.38191	0.0156692	1.5905	51.7725	0.225869	55.5
6000	-184.144	1.79636	-196.323	4997.69	6.73738	5022	-143.451	1.65247	-162.1	4997.44	6.78346	5025	1.37189	0.0159529	1.7005	52.1125	0.224612	57.5
6500	-170.271	1.72524	-205.863	4998.32	6.76048	5025.24	-130.147	1.5537	-149.812	4998.17	6.80354	5025.5	1.39458	0.0167464	1.6465	52.365	0.223589	56
7000	-157.47	1.60603	-178.558	4998.87	6.81287	5029.33	-117.65	1.45999	-135.624	5000.08	6.86759	5029.5	1.37661	0.0155435	1.531	52.5825	0.219581	57
7500	-145.746	1.52874	-155.575	4999.86	6.85713	5031.01	-107.504	1.40369	-121.734	4999.94	6.86159	5028.5	1.37947	0.0159573	1.852	52.8025	0.21841	57.5
8000	-134.917	1.48617	-148.642	5000.89	6.89295	5031.42	-97.8781	1.32339	-103.638	5001.43	6.96325	5039.5	1.38447	0.0157632	1.6665	53.0325	0.220682	58.5
8500	-125.791	1.41347	-135.416	5001.6	6.91154	5034.99	-89.4112	1.24812	-93.6387	5001.85	6.93129	5031	1.37843	0.0153252	1.5	53.185	0.217676	58.5
9000	-117.878	1.35112	-122.414	5002.76	6.96857	5031.38	-81.6966	1.1844	-88.4264	5002.67	6.98948	5032	1.38634	0.0156681	1.628	53.37	0.21694	58.5
9500	-110.227	1.31305	-116.503	5003.62	6.99778	5031.58	-74.7202	1.11422	-79.1399	5004.45	7.03989	5029.5	1.37397	0.0154867	1.584	53.495	0.221269	59
10000	-102.89	1.21695	-111.341	5004.62	7.02706	5033.69	-68.6047	1.04513	-72.2742	5004	7.01564	5034.5	1.39341	0.0157881	1.4825	53.585	0.21875	59
10500	-96.8883	1.15964	-102.305	5004.69	7.00981	5037.16	-63.0337	0.976654	-68.4707	5004.52	7.02918	5041	1.3734	0.0158989	1.566	53.72	0.217882	60
11000	-92.1783	1.10387	-103.315	5004.91	7.02383	5038.1	-58.1134	0.909978	-62.0264	5005.2	7.05183	5037	1.38598	0.015611	1.694	53.8925	0.214779	59
11500	-87.1555	1.07999	-90.3131	5005.59	7.03742	5038.02	-53.6291	0.852465	-56.7461	5005.9	7.08279	5037.5	1.37883	0.0156147	1.6015	53.9675	0.214052	59.5
12000	-82.2926	0.968922	-97.1174	5006.27	7.05795	5034.61	-49.5763	0.808093	-55.4661	5006.19	7.08819	5027	1.38485	0.0163568	1.7215	54.1375	0.218353	60
12500	-79.0822	0.973916	-95.2365	5007.41	7.10923	5031.91	-45.805	0.74418	-53.1588	5008.29	7.15792	5036.5	1.37712	0.0157424	1.538	54.295	0.215432	59.5
13000	-74.9922	0.893562	-85.1785	5007.95	7.14408	5036.75	-42.6536	0.714271	-49.9991	5007.67	7.16711	5036	1.38394	0.0158503	1.6485	54.33	0.213317	59.5
13500	-71.0401	0.898406	-84.2391	5007.81	7.14978	5038.88	-39.8297	0.670702	-48.7723	5007.7	7.18527	5039.5	1.3789	0.0157652	1.581	54.5	0.215386	59.5
14000	-68.383	0.814617	-78.1566	5007.67	7.18341	5038.62	-37.0651	0.631638	-42.8228	5008.86	7.24379	5039.5	1.37114	0.0154568	1.564	54.5775	0.216338	59.5
14500	-65.97	0.805546	-80.4668	5008.23	7.23049	5041.26	-34.7606	0.601148	-41.6974	5009.04	7.24483	5042	1.38008	0.0153546	1.5355	54.71	0.214808	59.5
15000	-64.4111	0.804551	-75.33	5008.79	7.23623	5039.92	-32.5052	0.571752	-40.5984	5007.74	7.29385	5041.5	1.3794	0.0154991	1.512	54.8225	0.215827	59.5
15500	-61.7341	0.756438	-76.0573	5008.11	7.29786	5042.81	-30.5377	0.539057	-39.1617	5009	7.35411	5042.5	1.3818	0.0160741	1.6975	54.87	0.21639	59.5
16000	-60.0423	0.771212	-71.6654	5007.97	7.32541	5041.75	-28.6848	0.504985	-37.4461	5007.56	7.35635	5040	1.38157	0.0154874	1.7205	54.9425	0.217177	59.5
16500	-57.9356	0.728042	-69.1927	5007.94	7.34016	5037.82	-27.0065	0.474991	-36.419	5008.07	7.34165	5037	1.38232	0.0156105	1.8535	55.005	0.215269	59.5
17000	-56.0166	0.668509	-71.1992	5007.87	7.34839	5039.1	-25.4474	0.452344	-34.7506	5007.62	7.37472	5037.5	1.38178	0.0156448	1.593	55.09	0.213674	59.5
17500	-54.418	0.69029	-69.5576	5007.6	7.35014	5037.83	-24.0203	0.42558	-32.733	5007.84	7.37099	5038.5	1.38741	0.0156764	1.6725	55.14	0.212223	59.5
